Actor1CountryCode,Actor2countryCode,EventRootCode,SQLDATE,NumMentions
ABW,USA,04,20140701,8
ABW,USA,04,20110305,1
ABW,NLD,01,20100224,5
ABW,USA,17,20110919,12
ABW,ABW,02,20050705,1
AFG,UZB,01,20040620,3
AFG,AFG,11,20101110,1
AFG,GBR,04,20130420,4
AFG,GBR,04,20021221,2
AFG,USA,04,20140217,20
AFG,DEU,03,20070207,16
AFG,BGD,04,20110806,7
AFG,WST,18,20130724,8
AFG,AFG,05,20141230,5
AFG,CAN,01,20140604,1
AFG,PAK,04,20040822,5
AFG,GBR,03,20070829,1
AFG,CAN,11,20121120,4
AFG,SAU,05,20090913,2
AFG,EUR,04,20080528,2
AFG,AFG,05,20011002,2
AFG,AFG,08,20011115,4
AFG,RUS,19,20100612,5
AFG,IRN,17,20030813,2
AFG,USA,04,20141218,1
AFG,AFG,19,20141229,6
AFG,WST,07,20140402,5
AFG,ARE,04,20000118,2
AFG,AFG,01,20090530,1
AFG,USA,03,20011027,1
AFG,KGZ,05,20120530,4
AFG,AFG,19,20100809,27
AFG,IRQ,19,20140527,2
AFG,TUR,18,20040626,4
AFG,USA,18,20110914,9
AFG,USA,02,20090922,2
AFG,AFG,06,20120109,12
AFG,AUS,02,20130217,2
AFG,IND,01,20011206,4
AFG,AFG,08,20081116,15
AFG,PSE,12,20120628,7
AFG,PAK,11,20031103,4
AFG,DEU,11,20130823,2
AFG,LKA,14,20120920,12
AFG,GBR,19,20121030,12
AFG,AFG,04,20080114,1
AFG,DEU,04,20110223,2
AFG,WST,11,20110403,4
AFG,RUS,19,20081217,1
AFG,AFG,01,20130708,2
AFG,IRQ,05,20030413,1
AFG,PAK,18,20141218,10
AFG,TJK,04,20090507,2
AFG,PAK,04,20121010,4
AFG,NZL,04,20101220,14
AFG,IRQ,04,20140813,9
AFG,WST,08,20091105,18
AFG,USA,05,20120129,1
AFG,AFG,02,20020830,9
AFG,USA,08,20110609,4
AFG,ITA,18,20070314,8
AFG,PAK,18,20100712,2
AFG,MDV,11,20030504,4
AFG,USA,14,20100906,4
AFG,GBR,06,20140513,4
AFG,CHN,03,20140523,1
AFG,USA,02,20110324,7
AFG,USA,05,20120306,18
AFG,USA,19,20100325,8
AFG,PAK,04,20060315,2
AFG,AFG,07,20100324,14
AFG,AFG,06,20100403,60
AFG,DEU,05,20030207,2
AFG,CHE,17,20070329,6
AFG,PAK,08,20140525,4
AFG,PAK,07,20140621,8
AFG,NLD,04,20080305,2
AFG,TKM,01,20090817,20
AFG,AFG,19,20140812,3
AFG,PAK,04,20110224,2
AFG,ITA,04,20010924,5
AFG,IRN,10,20020308,7
AFG,USA,04,20080809,2
AFG,USA,19,20120313,20
AFG,WST,19,20100308,5
AFG,USA,02,20100517,2
AFG,AFG,04,20101031,3
AFG,AUS,02,20091021,2
AFG,KWT,04,20120209,1
AFG,LBY,04,20110412,2
AFG,PAK,03,20130623,6
AFG,AFG,05,20130705,2
AFG,USA,08,20070609,1
AFG,PAK,18,20120724,5
AFG,AUS,04,20120822,4
AFG,USA,03,20110923,3
AFG,PAK,19,20101229,2
AFG,USA,04,20091116,2
AFG,AFG,03,20060830,7
AFG,WST,19,20100301,25
AFG,RUS,10,20130816,10
AFG,USA,09,20140609,1
AFG,TKM,04,20101210,1
AFG,AFG,11,20080303,7
AFG,USA,12,20120108,3
AFG,PAK,19,20100205,1
AFG,WST,14,20070623,2
AFG,AFG,12,20130803,5
AFG,PAK,09,20120913,10
AFG,SWE,19,20140404,2
AFG,USA,05,20101029,8
AFG,AFG,07,20091002,10
AFG,ITA,01,20011002,2
AFG,IRN,19,20011024,15
AFG,USA,03,20130509,2
AFG,AFG,19,20110718,459
AFG,USA,17,20110720,10
AFG,AFG,12,20130715,1
AFG,AFG,01,20070618,3
AFG,GBR,19,20140311,12
AFG,AUS,18,20040630,2
