Actor1CountryCode,Actor2countryCode,EventRootCode,SQLDATE,NumMentions
ABW,COL,01,20140730,4
AFG,AFG,01,20000422,3
AFG,BGD,01,20131015,6
AFG,USA,01,20070926,3
AFG,AFG,01,20060607,2
AFG,GBR,01,20091127,4
AFG,USA,01,20140207,22
AFG,IRQ,01,20090208,40
AFG,AFG,01,20020227,5
AFG,USA,01,20110606,9
AFG,PAK,01,20090817,7
AFG,AFG,01,20110811,8
AFG,USA,01,20090723,1
AFG,PAK,01,20080824,6
AFG,QAT,01,20130626,10
AFG,AFG,01,20090412,5
AFG,VAT,01,20060326,12
AFG,AFG,01,20020523,2
AFG,PAK,01,20140312,1
AFG,USA,01,20140523,56
AFG,IND,01,20140527,2
AFG,WST,01,20120520,2
AFG,AFG,01,20020503,4
AFG,AFG,01,20090622,2
AFG,FRA,01,20071222,14
AFG,AFG,01,20011115,16
AFG,USA,01,20080218,11
AFG,AFG,01,20130616,10
AFG,CHN,01,20091015,7
AFG,AFG,01,20130726,3
AFG,USA,01,20070217,4
AFG,IRN,01,20140601,2
AFG,AFG,01,20121019,4
AFG,DEU,01,20090909,2
AFG,PAK,01,20130831,16
AFG,AFG,01,20110219,9
AFG,USA,01,20100130,1
AFG,PAK,01,20110111,18
AFG,AUS,01,20140928,1
AFG,USA,01,20020118,2
AFG,GBR,01,20101002,1
AFG,IRN,01,20110321,2
AFG,GBR,01,20070827,4
AFG,AFG,01,20040821,8
AFG,AFG,01,20021212,5
AFG,AFG,01,20140608,7
AFG,PAK,01,20000528,4
AFG,USA,01,20140116,2
AFG,PAK,01,20091101,9
AFG,AFR,01,20141130,2
AFG,USA,01,20131113,2
AFG,WST,01,20120315,9
AFG,PAK,01,20120502,4
AFG,USA,01,20090818,4
AFG,RUS,01,20011114,2
AFG,USA,01,20011212,2
AFG,CHN,01,20111021,4
AFG,AFG,01,20040110,4
AFG,WST,01,20100219,2
AFG,USA,01,20120408,1
AFG,DEU,01,20071103,2
AFG,SAU,01,20091102,3
AFG,ASA,01,20030213,9
AFG,USA,01,20100721,6
AFG,AFG,01,20101016,5
AFG,PAK,01,20080629,86
AFG,USA,01,20060910,7
AFG,IND,01,20010919,1
AFG,AFG,01,20110511,1
AFG,AFG,01,20100824,4
AFG,EST,01,20061128,8
AFG,AFG,01,20100902,1
AFG,DEU,01,20070823,1
AFG,AFG,01,20141013,6
AFG,FRA,01,20110712,26
AFG,CHN,01,20120606,5
AFG,SAU,01,20140704,1
AFG,SYR,01,20130717,8
AFG,AFG,01,20150216,12
AFG,USA,01,20091005,15
AFG,RUS,01,20121025,3
AFG,AUS,01,20100721,2
AFG,AFG,01,20080204,5
AFG,BEL,01,20090905,1
AFG,PAK,01,20110612,40
AFG,PAK,01,20140803,4
AFG,PAK,01,20130730,1
AFG,AFG,01,20091204,3
AFG,USA,01,20090313,7
AFG,AFG,01,20110111,9
