Actor1CountryCode,Actor2countryCode,EventRootCode,SQLDATE,NumMentions
NLD,ABW,01,20100617,1
PAK,AFG,01,20070120,2
AFG,AFG,01,20110604,6
USA,AFG,01,20120511,6
DEU,AFG,01,20130314,21
AFG,AFG,01,20090520,24
TUR,AFG,01,20091031,6
GBR,AFG,01,20100208,4
QAT,AFG,01,20130331,8
AFG,AFG,01,20100522,10
AFG,AFG,01,20070522,3
IRQ,AFG,01,20030312,3
FRA,AFG,01,20011127,3
AFG,AFG,01,20050907,2
PAK,AFG,01,20090909,1
AUS,AFG,01,20150114,2
AFG,AFG,01,20101108,2
PAK,AFG,01,20090911,4
PAK,AFG,01,20120719,1
IRN,AFG,01,20090820,1
USA,AFG,01,20090420,5
PAK,AFG,01,20061208,1
AFG,AFG,01,20031104,2
AFG,AFG,01,20140527,9
SAU,AFG,01,20091015,10
USA,AFG,01,20110402,8
PAK,AFG,01,20110423,5
USA,AFG,01,20090208,9
KOR,AFG,01,20070802,4
AFG,AFG,01,20121210,8
AFG,AFG,01,20101203,2
CHN,AFG,01,20140927,3
USA,AFG,01,20121218,4
AFG,AFG,01,20090715,3
USA,AFG,01,20091127,4
SGP,AFG,01,20120428,5
PAK,AFG,01,20091018,4
KOR,AFG,01,20070811,6
USA,AFG,01,20130926,12
CAN,AFG,01,20090802,5
AFG,AFG,01,20040119,7
AFG,AFG,01,20030329,2
PAK,AFG,01,20100722,24
DEU,AFG,01,20070131,1
USA,AFG,01,20130220,2
AFG,AFG,01,20020226,3
PAK,AFG,01,20031108,5
PAK,AFG,01,20080610,2
UKR,AFG,01,20140301,6
AFG,AFG,01,20150120,22
WST,AFG,01,20070725,7
ITA,AFG,01,20050517,1
IRQ,AFG,01,20101023,1
USA,AFG,01,20110810,4
TJK,AFG,01,20140308,2
AFG,AFG,01,20040620,3
USA,AFG,01,20141121,2
USA,AFG,01,20100924,4
USA,AFG,01,20011001,2
USA,AFG,01,20090218,4
AFG,AFG,01,20130709,14
AFG,AFG,01,20101126,2
POL,AFG,01,20090519,6
DEU,AFG,01,20030827,6
WST,AFG,01,20060528,5
AFG,AFG,01,20020203,3
USA,AFG,01,20070713,9
USA,AFG,01,20130509,27
AFG,AFG,01,20060716,1
VNM,AFG,01,20080728,4
AFG,AFG,01,20050517,3
DEU,AFG,01,20011001,14
AFG,AFG,01,20131212,48
AFG,AFG,01,20110131,6
SDN,AFG,01,20061114,1
AFG,AFG,01,20070103,5
GBR,AFG,01,20140310,4
WST,AFG,01,20060721,18
AFG,AFG,01,20120627,8
IRN,AFG,01,20090427,2
AFG,AFG,01,20070417,4
IRN,AFG,01,20120330,7
PAK,AFG,01,20090427,20
GBR,AFG,01,20070219,4
DEU,AFG,01,20060531,4
USA,AFG,01,20101007,9
IRN,AFG,01,20101013,2
AFG,AFG,01,20090403,5
FRA,AFG,01,20070424,3
AFG,AFG,01,20130719,4
USA,AFG,01,20100729,6
DJI,AFG,01,20071204,11
AFG,AFG,01,20091112,12
AFG,AFG,01,20111207,3
PAK,AFG,01,20070717,5
AFG,AFG,01,20060216,5
YEM,AFG,01,20140904,2
USA,AFG,01,20031008,11
WST,AFG,01,20130320,5
USA,AFG,01,20110424,3
AFG,AFG,01,20011125,1
AFG,AFG,01,20140311,10
AFG,AFG,01,20040629,9
AFG,AFG,01,20130121,6
CAN,AFG,01,20090627,7
USA,AFG,01,20120309,8
PAK,AFG,01,20020523,1
USA,AFG,01,20120323,18
SDN,AFG,01,20070927,1
DEU,AFG,01,20091120,9
ZAF,AFR,01,20030225,2
NGA,AFR,01,20131209,32
FRA,AFR,01,20120719,4
PHL,AFR,01,20000828,2
USA,AFR,01,20101111,8
PSE,AFR,01,20091104,4
KEN,AFR,01,20020102,9
LSO,AFR,01,20140831,20
NGA,AFR,01,20080821,10
BRA,AFR,01,20080602,12
GHA,AFR,01,20090522,9
ZAF,AFR,01,20120618,8
SOM,AFR,01,20110809,43
DEU,AFR,01,20090713,9
SLB,AFR,01,20130702,2
COD,AFR,01,20120521,2
EGY,AFR,01,20100103,18
ZAF,AFR,01,20110806,4
USA,AFR,01,20080311,7
MCO,AFR,01,20140724,4
ZWE,AFR,01,20100907,25
USA,AFR,01,20011213,4
ZAF,AFR,01,20140613,1
ETH,AFR,01,20130910,10
AFR,AFR,01,20140617,2
GBR,AFR,01,20140826,1
CHN,AFR,01,20140619,10
NGA,AFR,01,20120404,1
NGA,AFR,01,20150205,6
ZAF,AFR,01,20090731,18
MDG,AFR,01,20090604,8
ZAF,AFR,01,20031124,1
RWA,AFR,01,20091011,4
MEX,AFR,01,20140521,2
CHN,AFR,01,20080310,7
FRA,AFR,01,20080229,9
NGA,AFR,01,20130929,2
GBR,AFR,01,20070730,9
GAB,AFR,01,20090629,5
CAN,AFR,01,20130807,4
USA,AFR,01,20001122,4
CUB,AFR,01,20131212,4
GBR,AFR,01,20080126,9
ZAF,AFR,01,20090330,4
