Actor1CountryCode,Actor2countryCode,EventRootCode,SQLDATE,NumMentions
ABW,ABW,01,20050623,17
PAK,AFG,01,20090102,2
IRN,AFG,01,20011017,8
AFG,AFG,01,20110626,60
AFG,AFG,01,20121001,4
WST,AFG,01,20100122,4
USA,AFG,01,20130810,3
AFG,AFG,01,20050222,1
PAK,AFG,01,20110723,2
PAK,AFG,01,20141121,8
PAK,AFG,01,20100204,8
AFG,AFG,01,20110801,6
AFG,AFG,01,20121218,12
TJK,AFG,01,20110402,3
AFG,AFG,01,20071022,8
USA,AFG,01,20091015,3
AFG,AFG,01,20101015,3
AFG,AFG,01,20141224,6
AFG,AFG,01,20130921,38
AFG,AFG,01,20050618,4
CAN,AFG,01,20071217,4
AFG,AFG,01,20020612,5
AFG,AFG,01,20081123,7
PAK,AFG,01,20100129,4
AFG,AFG,01,20110707,1
AFG,AFG,01,20130903,28
USA,AFG,01,20130606,4
USA,AFG,01,20091102,15
CAN,AFG,01,20090516,4
USA,AFG,01,20090515,9
GBR,AFG,01,20081028,9
AFG,AFG,01,20140530,2
USA,AFG,01,20130723,8
PAK,AFG,01,20061031,5
PAK,AFG,01,20110510,7
AFG,AFG,01,20070806,32
USA,AFG,01,20090427,12
WST,AFG,01,20120824,10
BGR,AFG,01,20110314,5
PAK,AFG,01,20090414,9
PAK,AFG,01,20120201,4
IRQ,AFG,01,20090202,44
DEU,AFG,01,20070524,6
CAN,AFG,01,20090217,1
GBR,AFG,01,20120128,2
TJK,AFG,01,20120402,1
AFG,AFG,01,20091020,18
AFG,AFG,01,20140831,2
PAK,AFG,01,20040331,1
NLD,AFG,01,20071122,2
AFG,AFG,01,20141011,6
WST,AFG,01,20070622,1
WST,AFG,01,20100611,1
PAK,AFG,01,20100312,8
PAK,AFG,01,20111123,14
WST,AFG,01,20070718,8
AFG,AFG,01,20130709,10
PAK,AFG,01,20030928,4
RUS,AFG,01,20111029,7
BGR,AFG,01,20141230,8
USA,AFG,01,20111209,8
AFG,AFG,01,20140309,6
EUR,AFG,01,20120620,3
USA,AFG,01,20131130,1
AFG,AFG,01,20070523,8
AFG,AFG,01,20100921,9
JPN,AFG,01,20080605,18
USA,AFG,01,20080726,2
USA,AFG,01,20110808,8
AFG,AFG,01,20071027,6
PAK,AFG,01,20130923,2
USA,AFG,01,20130903,1
AFG,AFG,01,20140318,1
AFG,AFG,01,20120229,3
AFG,AFG,01,20130514,4
GBR,AFG,01,20120125,4
UZB,AFG,01,20020123,8
AFG,AFG,01,20080201,1
USA,AFG,01,20090309,31
PAK,AFG,01,20090625,1
AFG,AFG,01,20090311,1
USA,AFG,01,20041108,4
USA,AFG,01,20091129,5
AFG,AFG,01,20070211,4
DEU,AFG,01,20070913,7
AFG,AFG,01,20070611,5
PAK,AFG,01,20100306,1
AFG,AFG,01,20050730,2
AFG,AFG,01,20110823,1
MDV,AFG,01,20091130,1
USA,AFG,01,20030731,2
AFG,AFG,01,20130929,1
USA,AFG,01,20141030,1
IRN,AFG,01,20020817,2
CAN,AFG,01,20090113,4
AFG,AFG,01,20120218,5
JPN,AFG,01,20080606,10
CAN,AFG,01,20070530,7
AFG,AFG,01,20110707,3
WST,AFG,01,20101120,16
PAK,AFG,01,20140319,10
CAN,AFG,01,20081109,3
PAK,AFG,01,20101020,3
PAK,AFG,01,20070506,4
AFR,AFG,01,20070307,2
IRN,AFG,01,20100313,1
USA,AFG,01,20120723,12
CAN,AFG,01,20100422,2
CHE,AFG,01,20011107,5
WST,AFG,01,20130828,22
GBR,AFG,01,20011005,3
PAK,AFG,01,20130407,4
WST,AFG,01,20091015,23
USA,AFG,01,20110728,2
PAK,AFG,01,20130912,26
QAT,AFG,01,20050428,2
AFG,AFG,01,20110104,7
SYR,AFG,01,20130619,2
AFG,AFG,01,20020205,2
USA,AFG,01,20100125,7
CAN,AFG,01,20080917,14
IND,AFG,01,20130521,6
USA,AFG,01,20090825,11
WST,AFG,01,20070124,1
PAK,AFG,01,20080722,5
YEM,AFG,01,20130129,5
USA,AFG,01,20100420,8
AFG,AFG,01,20130929,2
PAK,AFG,01,20100414,2
CAN,AFG,01,20080911,5
AFG,AFG,01,20071028,20
IRQ,AFG,01,20141111,4
AFR,AFR,01,20101014,4
EGY,AFR,01,20030204,2
AFR,AFR,01,20140429,9
EGY,AFR,01,20000920,1
ZAF,AFR,01,20140618,4
ARG,AFR,01,20081130,9
GBR,AFR,01,20130212,1
AUS,AFR,01,20040828,2
USA,AFR,01,20111102,9
KEN,AFR,01,20040709,7
KEN,AFR,01,20090807,10
ZAF,AFR,01,20050901,9
GHA,AFR,01,20091130,9
FRA,AFR,01,20090606,3
ZAF,AFR,01,20020131,7
TZA,AFR,01,20110426,2
AUS,AFR,01,20091217,2
AFR,AFR,01,20140203,10
CAN,AFR,01,20041103,3
ZWE,AFR,01,20140516,2
BWA,AFR,01,20120126,2
NGA,AFR,01,20140531,1
AFR,AFR,01,20130615,4
CIV,AFR,01,20130712,7
AFR,AFR,01,20120117,5
SOM,AFR,01,20090106,2
AFR,AFR,01,20090401,4
NGA,AFR,01,20080305,2
