Actor1CountryCode,Actor2countryCode,EventRootCode,SQLDATE,NumMentions
USA,ABW,01,20090112,4
AFG,AFG,01,20080621,2
AFG,AFG,01,20080711,4
PRT,AFG,01,20101118,4
USA,AFG,01,20101119,1
USA,AFG,01,20011019,7
AFG,AFG,01,20071121,4
USA,AFG,01,20130802,5
CAN,AFG,01,20081216,7
PAK,AFG,01,20100904,9
PAK,AFG,01,20110321,11
AFG,AFG,01,20110324,1
AFG,AFG,01,20120306,2
IRN,AFG,01,20090121,4
TUR,AFG,01,20130320,6
AFG,AFG,01,20110625,6
USA,AFG,01,20140225,8
IRQ,AFG,01,20100112,1
USA,AFG,01,20070109,7
AFG,AFG,01,20020403,1
TJK,AFG,01,20141130,1
JOR,AFG,01,20111230,5
AFG,AFG,01,20070227,1
USA,AFG,01,20080304,8
AFG,AFG,01,20131212,4
EUR,AFG,01,20110314,3
LVA,AFG,01,20061122,1
IRN,AFG,01,20060827,8
PAK,AFG,01,20080723,3
PAK,AFG,01,20110417,13
AFG,AFG,01,20110621,7
AFG,AFG,01,20110503,63
AFG,AFG,01,20100119,2
PAK,AFG,01,20070630,4
USA,AFG,01,20130226,24
PAK,AFG,01,20100215,3
AFG,AFG,01,20040924,2
PAK,AFG,01,20080415,7
IRN,AFG,01,20100514,4
WST,AFG,01,20120526,6
USA,AFG,01,20140810,8
AFG,AFG,01,20070213,2
AFG,AFG,01,20120908,6
AFG,AFG,01,20081013,3
PAK,AFG,01,20120622,2
PAK,AFG,01,20081009,3
USA,AFG,01,20110704,63
SYR,AFG,01,20120920,2
AFG,AFG,01,20100211,5
WST,AFG,01,20070524,9
IDN,AFG,01,20090403,3
WST,AFG,01,20100708,3
IRN,AFG,01,20030525,9
TUR,AFG,01,20120318,1
PAK,AFG,01,20110528,20
USA,AFG,01,20081103,1
USA,AFG,01,20090218,4
USA,AFG,01,20091107,18
USA,AFG,01,20110529,8
AFG,AFG,01,20141020,1
AFG,AFG,01,20090213,44
IRQ,AFG,01,20111219,2
AFG,AFG,01,20030604,1
WST,AFG,01,20150101,45
PAK,AFG,01,20121011,5
DEU,AFG,01,20060314,6
PAK,AFG,01,20081219,4
PAK,AFG,01,20140331,38
AFG,AFG,01,20120710,2
IRQ,AFG,01,20090422,2
CAN,AFG,01,20141121,4
PAK,AFG,01,20000210,2
UZB,AFG,01,20100120,1
AFG,AFG,01,20110923,8
GBR,AFG,01,20140625,6
ITA,AFG,01,20131117,1
PAK,AFG,01,20110806,1
CHN,AFG,01,20070822,9
ISR,AFG,01,20131112,2
IRN,AFG,01,20070418,7
IRN,AFG,01,20010504,9
USA,AFG,01,20140105,5
WST,AFG,01,20091111,2
PAK,AFG,01,20050412,2
USA,AFG,01,20060512,5
AFG,AFG,01,20030527,3
ESP,AFG,01,20090904,13
USA,AFG,01,20120417,4
WST,AFG,01,20120311,2
GBR,AFG,01,20100810,2
GBR,AFG,01,20101202,1
USA,AFG,01,20110527,23
AFG,AFG,01,20120105,27
PAK,AFG,01,20141218,14
DEU,AFG,01,20011001,14
WST,AFG,01,20110810,5
AFG,AFG,01,20050412,1
TUR,AFG,01,20040312,4
CAN,AFR,01,20071126,27
NGA,AFR,01,20050131,2
ZWE,AFR,01,20000908,2
FRA,AFR,01,20080808,8
ZAF,AFR,01,20010522,2
ZAF,AFR,01,20060823,1
USA,AFR,01,20030803,1
LBR,AFR,01,20110324,1
NGA,AFR,01,20130605,6
MCO,AFR,01,20131026,4
LBY,AFR,01,20110331,1
ZAF,AFR,01,20011104,4
ZAF,AFR,01,20021014,3
COG,AFR,01,20120410,9
GBR,AFR,01,20031023,2
ZWE,AFR,01,20130728,10
LBN,AFR,01,20071228,9
GIN,AFR,01,20140617,10
AFR,AFR,01,20120308,4
SLE,AFR,01,20130628,3
USA,AFR,01,20090714,7
USA,AFR,01,20141028,4
USA,AFR,01,20090115,9
USA,AFR,01,20071010,6
ZAF,AFR,01,20021119,2
ZWE,AFR,01,20130827,1
CAN,AFR,01,20000623,3
ZAF,AFR,01,20111114,9
ZWE,AFR,01,20010723,3
NGA,AFR,01,20060218,6
USA,AFR,01,20020614,2
MAR,AFR,01,20020918,3
ISR,AFR,01,20070226,4
ZWE,AFR,01,20070524,2
ZAF,AFR,01,20070607,1
KEN,AFR,01,20080108,5
RWA,AFR,01,20070925,9
BGR,AFR,01,20000922,2
SAF,AFR,01,20130620,3
NGA,AFR,01,20101215,2
ITA,AFR,01,20131012,9
ZAF,AFR,01,20061008,1
USA,AFR,01,20090203,3
KEN,AFR,01,20111114,12
RUS,AFR,01,20140403,30
EGY,AFR,01,20100815,12
ZWE,AFR,01,20131217,3
GBR,AFR,01,20130806,3
AFR,AFR,01,20140616,2
ZMB,AFR,01,20131212,2
RUS,AFR,01,20110707,21
ZMB,AFR,01,20040617,2
IRN,AFR,01,20130806,5
LSO,AFR,01,20090826,1
AFR,AFR,01,20061006,2
USA,AFR,01,20101011,3
MOZ,AFR,01,20140312,10
UGA,AFR,01,20110802,4
NLD,AFR,01,20120916,1
AFR,AFR,01,20071217,9
ETH,AFR,01,20041013,2
ZAF,AFR,01,20140614,32
ZAF,AFR,01,20091129,2
USA,AFR,01,20130701,8
RUS,AFR,01,20081022,3
USA,AFR,01,20140224,1
USA,AFR,01,20131028,10
ZAF,AFR,01,20120315,3
SLE,AFR,01,20101202,2
NGA,AFR,01,20140713,18
UGA,AFR,01,20091220,1
ZAF,AFR,01,20100215,4
AFR,AFR,01,20081219,3
LBR,AFR,01,20061013,2
AFR,AFR,01,20061105,1
ZAF,AFR,01,20120614,4
USA,AFR,01,20120808,4
KEN,AFR,01,20130911,5
MCO,AFR,01,20110721,2
FIN,AFR,01,20130830,4
RWA,AFR,01,20101016,3
ZAF,AFR,01,20140214,8
EUR,AFR,01,20120917,20
ZAF,AFR,01,20130917,2
CIV,AFR,01,20090815,6
FRA,AFR,01,20031005,4
ZAF,AFR,01,20140418,10
VNM,AFR,01,20140929,1
ZAF,AFR,01,20110916,5
ZAF,AFR,01,20010524,4
ZAF,AFR,01,20010626,2
SOM,AFR,01,20110903,3
AFR,AFR,01,20040217,1
CIV,AFR,01,20041215,4
ZAF,AFR,01,20101127,1
YEM,AFR,01,20110602,35
SOM,AFR,01,20110829,5
ZAF,AFR,01,20130711,3
FSM,AFR,01,20131023,36
CUB,AGO,01,20021211,7
SAF,AGO,01,20021001,4
GHA,AGO,01,20141001,2
SVK,AGO,01,20010112,2
AGO,AGO,01,20100813,7
NAM,AGO,01,20031223,7
AGO,AGO,01,20090811,1
AGO,AGO,01,20090926,21
PRT,AGO,01,20100104,4
ZMB,AGO,01,20040616,1
AGO,AGO,01,20000209,5
AGO,AGO,01,20000626,2
LBY,AGO,01,20110501,1
AGO,AGO,01,20010614,2
USA,AIA,01,20130906,10
ALB,ALB,01,20010712,5
USA,ALB,01,20140918,10
ALB,ALB,01,20040123,3
SRB,ALB,01,20091014,4
BEL,ALB,01,20030113,5
GRC,ALB,01,20141218,6
USA,ALB,01,20060927,8
ALB,ALB,01,20041210,7
ARE,ARE,01,20140527,8
THA,ARE,01,20140918,1
CHN,ARE,01,20090409,4
MYS,ARE,01,20090126,1
IRN,ARE,01,20121011,4
EGY,ARE,01,20090622,1
SAU,ARE,01,20070411,1
CHN,ARE,01,20130220,2
TUR,ARE,01,20120130,10
OMN,ARE,01,20120828,2
ARE,ARE,01,20130911,10
LBY,ARE,01,20120709,2
PAK,ARE,01,20071022,2
ARE,ARE,01,20050803,3
ARE,ARE,01,20131005,3
FRA,ARE,01,20080624,2
LKA,ARE,01,20150204,6
GBR,ARE,01,20090106,4
MDV,ARE,01,20140816,4
ARE,ARE,01,20120502,1
PAK,ARE,01,20140901,1
ARE,ARE,01,20141015,2
ARE,ARE,01,20140811,2
COD,ARE,01,20060522,4
USA,ARE,01,20060902,9
BRA,ARG,01,20071215,3
SYR,ARG,01,20150213,2
BOL,ARG,01,20021005,4
ARG,ARG,01,20100824,3
ARG,ARG,01,20081024,1
ARG,ARG,01,20030717,9
GBR,ARG,01,20120112,4
VEN,ARG,01,20090212,2
CHL,ARG,01,20080218,2
GBR,ARG,01,20070610,3
SAU,ARG,01,20130824,4
VEN,ARG,01,20081025,4
ARG,ARG,01,20000401,4
ARG,ARG,01,20061229,3
ARM,ARM,01,20140609,4
ARM,ARM,01,20130918,2
DEU,ARM,01,20110101,2
USA,ARM,01,20120820,2
ARM,ARM,01,20001108,4
IRN,ARM,01,20150127,6
ARM,ARM,01,20090714,2
AZE,ARM,01,20100730,2
ARM,ARM,01,20101101,2
USA,ARM,01,20110223,6
ARM,ARM,01,20140417,2
LBN,ARM,01,20111003,2
IRN,ARM,01,20111017,2
EUR,ARM,01,20110809,4
EGY,ARM,01,20110126,5
EUR,ARM,01,20100730,2
ARM,ARM,01,20140224,2
SYR,ARM,01,20121113,8
BLR,ARM,01,20140812,2
KAZ,ARM,01,20100816,6
ARM,ARM,01,20111015,4
AZE,ARM,01,20120919,2
TUR,ARM,01,20071101,2
TUR,ARM,01,20070126,3
ISR,ARM,01,20140624,5
TUR,ARM,01,20071014,4
ARM,ARM,01,20140131,10
MEX,ARM,01,20130920,8
IRN,ARM,01,20130909,2
KGZ,ASA,01,20040907,1
ATG,ATG,01,20141102,20
ATG,ATG,01,20090218,9
USA,ATG,01,20091004,10
AUS,AUS,01,20110304,6
FRA,AUS,01,20110418,20
GBR,AUS,01,20010612,2
CHN,AUS,01,20111114,1
USA,AUS,01,20141127,3
IDN,AUS,01,20140207,14
AUS,AUS,01,20120413,8
IDN,AUS,01,20150213,14
AUS,AUS,01,20110114,9
CHN,AUS,01,20030302,27
USA,AUS,01,20070903,3
NLD,AUS,01,20070919,4
AUS,AUS,01,20140815,3
USA,AUS,01,20071015,9
PNG,AUS,01,20111014,8
AUS,AUS,01,20090601,2
AUS,AUS,01,20131003,20
GBR,AUS,01,20140824,1
NLD,AUS,01,20030611,3
CHN,AUS,01,20140331,4
AUS,AUS,01,20031023,4
USA,AUS,01,20090113,6
USA,AUS,01,20140924,4
USA,AUS,01,20110302,2
AUS,AUS,01,20020305,5
AUS,AUS,01,20100309,8
USA,AUS,01,20091028,2
AUS,AUS,01,20130628,2
JPN,AUS,01,20100601,9
GHA,AUS,01,20100915,25
AUS,AUS,01,20140624,1
AUS,AUS,01,20090928,35
USA,AUS,01,20120712,10
CAN,AUS,01,20141215,16
USA,AUS,01,20130523,2
TMP,AUS,01,20100920,1
FJI,AUS,01,20060822,2
EUR,AUS,01,20140723,10
GBR,AUS,01,20090708,2
NZL,AUS,01,20120917,4
BHR,AUS,01,20120909,2
TWN,AUS,01,20150120,2
NZL,AUS,01,20140821,6
CHN,AUS,01,20131029,4
AIA,AUS,01,20040402,3
CHN,AUS,01,20111107,2
IRN,AUS,01,20130727,2
AUS,AUS,01,20080914,5
AUS,AUS,01,20130416,2
SEA,AUS,01,20090216,3
BRA,AUS,01,20100824,1
AUS,AUS,01,20090804,26
DNK,AUS,01,20091213,2
USA,AUS,01,20090304,1
AUS,AUS,01,20140608,2
JPN,AUS,01,20110307,9
USA,AUS,01,20111110,5
USA,AUS,01,20120217,8
IRL,AUS,01,20110821,1
AUS,AUS,01,20121121,8
MCO,AUS,01,20141201,3
NZL,AUS,01,20140211,16
USA,AUS,01,20120909,18
CHN,AUS,01,20130903,12
AUS,AUS,01,20141022,6
IND,AUS,01,20070730,4
CHN,AUS,01,20080422,13
JPN,AUS,01,20121106,2
