Actor1CountryCode,Actor2countryCode,EventRootCode,SQLDATE,NumMentions
PAK,AFG,20,20150112,26
VNM,AFG,20,20090512,6
UGA,AFR,20,20101213,18
GRC,ARM,20,20141028,2
PSE,FRA,20,20140801,104
IRQ,IRN,20,20031221,3
PSE,ISR,20,20141216,12
PSE,ISR,20,20090107,8
PSE,ISR,20,20100731,6
ISR,ISR,20,20141115,1
ISR,ISR,20,20140810,12
ISR,LBN,20,20060729,7
ISR,LBN,20,20090313,3
USA,LBY,20,20140810,30
ALB,MKD,20,20010531,2
THA,MMR,20,20130422,18
COK,NZL,20,20110812,1
PAK,PAK,20,20150107,1
CAN,PHL,20,20130124,8
UKR,POL,20,20150113,1
RUS,POL,20,20100428,5
ISR,PSE,20,20100731,14
LBN,PSE,20,20030822,2
AZE,RUS,20,20100208,1
RUS,RUS,20,20080827,3
USA,TUR,20,20090927,1
SYR,TUR,20,20120411,19
POL,UKR,20,20140829,4
RUS,UKR,20,20110908,65
NGA,USA,20,20150130,1
USA,USA,20,20130321,2
USA,VNM,20,20060628,1
PAK,VNM,20,20080312,2
KWT,VNM,20,20130907,4
MEX,ABW,01,20080720,4
USA,AFG,01,20110607,20
USA,AFG,01,20091110,12
CHE,AFG,01,20130823,4
PAK,AFG,01,20080820,2
AFG,AFG,01,20080228,1
USA,AFG,01,20131118,162
USA,AFG,01,20091123,1
AFG,AFG,01,20110728,9
DEU,AFG,01,20020309,5
AFG,AFG,01,20040622,2
RUS,AFG,01,20140823,2
WST,AFG,01,20110611,4
AFG,AFG,01,20130908,3
TUR,AFG,01,20080319,4
AFG,AFG,01,20070927,10
AFG,AFG,01,20060129,7
USA,AFG,01,20110503,8
PAK,AFG,01,20070808,21
PAK,AFG,01,20120122,4
USA,AFG,01,20140217,10
AFG,AFG,01,20090421,7
NLD,AFG,01,20070911,10
IRN,AFG,01,20120813,2
USA,AFG,01,20110630,16
USA,AFG,01,20140531,2
USA,AFG,01,20080806,2
USA,AFG,01,20100630,12
PAK,AFG,01,20110513,15
USA,AFG,01,20070216,12
GBR,AFG,01,20101207,9
IRQ,AFG,01,20141209,1
PAK,AFG,01,20140223,84
AFG,AFG,01,20090813,1
IND,AFG,01,20121203,4
USA,AFG,01,20110225,7
USA,AFG,01,20040824,4
USA,AFG,01,20091123,18
IRQ,AFG,01,20070118,1
USA,AFG,01,20070725,5
PAK,AFG,01,20080812,5
IND,AFG,01,20150122,4
RUS,AFG,01,20070711,2
PAK,AFG,01,20110908,6
PAK,AFG,01,20000209,7
AFG,AFG,01,20130213,2
KEN,AFG,01,20080909,1
PAK,AFG,01,20121009,2
DEU,AFG,01,20100813,1
WST,AFG,01,20101115,5
AFG,AFG,01,20130422,6
AFG,AFG,01,20060106,4
AFG,AFG,01,20091001,6
PAK,AFG,01,20120116,8
CAN,AFG,01,20090526,10
USA,AFG,01,20120310,136
USA,AFG,01,20130219,2
IRQ,AFG,01,20110714,2
PAK,AFG,01,20150115,24
IRN,AFG,01,20090525,6
TUR,AFG,01,20020707,9
AFG,AFG,01,20150104,3
AFG,AFG,01,20090609,6
WST,AFG,01,20070210,8
CAN,AFG,01,20070917,2
WST,AFG,01,20070124,2
PAK,AFG,01,20090210,5
AFG,AFG,01,20090404,3
CAN,AFG,01,20091124,12
USA,AFG,01,20110503,27
IRN,AFG,01,20080131,3
PAK,AFG,01,20140305,1
IRQ,AFG,01,20081012,2
IRN,AFG,01,20081111,1
RUS,AFG,01,20140603,3
IRQ,AFG,01,20120423,3
IRN,AFG,01,20011020,7
PAK,AFG,01,20121018,6
PAK,AFG,01,20090807,68
PAK,AFG,01,20111013,19
KWT,AFG,01,20140924,4
PAK,AFG,01,20080617,8
AFG,AFG,01,20131009,6
PAK,AFG,01,20080608,2
AFG,AFG,01,20080909,6
AFG,AFG,01,20110619,26
USA,AFG,01,20100721,18
AFG,AFG,01,20091022,4
IRN,AFG,01,20100123,6
USA,AFG,01,20140129,5
AFG,AFG,01,20110203,3
AFG,AFG,01,20140827,4
JOR,AFG,01,20121205,2
WST,AFG,01,20060804,9
PAK,AFG,01,20110818,10
KGZ,AFG,01,20100629,2
PAK,AFG,01,20140209,7
AFG,AFG,01,20080619,5
AFG,AFG,01,20091127,7
HRV,AFG,01,20080710,7
USA,AFG,01,20121113,7
HUN,AFG,01,20021105,12
USA,AFG,01,20111208,28
AFG,AFG,01,20110226,12
