Actor1CountryCode,Actor2countryCode,EventRootCode,SQLDATE,NumMentions
ABW,ABW,01,20071121,4
USA,AFG,01,20100805,3
AFG,AFG,01,20130703,17
QAT,AFG,01,20130218,4
AFG,AFG,01,20100915,66
USA,AFG,01,20140503,30
PAK,AFG,01,20111115,15
USA,AFG,01,20080723,2
AFG,AFG,01,20031110,3
AFG,AFG,01,20090704,5
PAK,AFG,01,20011108,7
PAK,AFG,01,20011103,10
AFG,AFG,01,20120203,3
RUS,AFG,01,20130816,6
PAK,AFG,01,20090808,93
USA,AFG,01,20091224,10
IRN,AFG,01,20020811,14
IRQ,AFG,01,20070623,2
GBR,AFG,01,20081008,4
GBR,AFG,01,20140407,2
PAK,AFG,01,20100123,3
AFG,AFG,01,20080828,3
RUS,AFG,01,20100221,2
AFG,AFG,01,20140927,5
AFG,AFG,01,20091102,52
IRN,AFG,01,20001010,4
USA,AFG,01,20020120,4
USA,AFG,01,20121009,1
USA,AFG,01,20110422,4
USA,AFG,01,20130722,1
FRA,AFG,01,20011101,1
TUR,AFG,01,20100102,2
IRN,AFG,01,20090805,1
USA,AFG,01,20110912,12
AFG,AFG,01,20060616,3
GBR,AFG,01,20080603,6
GBR,AFG,01,20121109,4
PAK,AFG,01,20110110,6
AFG,AFG,01,20130505,2
IRQ,AFG,01,20030514,1
USA,AFG,01,20121201,10
AFG,AFG,01,20110612,2
IRQ,AFG,01,20070910,3
AFG,AFG,01,20120229,2
USA,AFG,01,20100503,18
PAK,AFG,01,20100601,14
TJK,AFG,01,20110825,1
AUS,AFG,01,20110122,1
PAK,AFG,01,20110302,9
USA,AFG,01,20100802,5
AFG,AFG,01,20071128,1
ITA,AFG,01,20070704,6
CHN,AFG,01,20141111,2
PAK,AFG,01,20120515,4
IRQ,AFG,01,20080102,3
AFG,AFG,01,20060406,2
AFG,AFG,01,20050210,9
AFG,AFG,01,20090623,6
AFG,AFG,01,20100705,4
USA,AFG,01,20080322,7
PHL,AFG,01,20140709,1
AFG,AFG,01,20130906,3
PAK,AFG,01,20070811,16
PAK,AFG,01,20080207,6
PAK,AFG,01,20041001,8
USA,AFG,01,20090401,7
USA,AFG,01,20120311,85
DEU,AFG,01,20020726,8
AFG,AFG,01,20071010,4
USA,AFG,01,20140203,3
AFG,AFG,01,20051014,1
PAK,AFG,01,20100203,2
USA,AFG,01,20140531,18
TUN,AFG,01,20140728,5
PAK,AFG,01,20090317,1
USA,AFG,01,20131210,6
AFG,AFG,01,20120505,6
AFG,AFG,01,20140513,6
PAK,AFG,01,20141111,4
AFG,AFG,01,20080612,5
AFG,AFG,01,20070812,7
AFG,AFG,01,20120319,12
FSM,AFG,01,20051218,2
WST,AFG,01,20070117,6
AFG,AFG,01,20120205,4
AFG,AFG,01,20110731,26
PAK,AFG,01,20101214,44
CAN,AFG,01,20120311,1
AUS,AFG,01,20111115,10
USA,AFG,01,20090120,3
PAK,AFG,01,20090817,5
