Actor1CountryCode,Actor2countryCode,EventRootCode,SQLDATE,NumMentions
BRA,ABW,05,20130221,3
USA,ABW,01,20110812,2
VEN,ABW,04,20091001,2
USA,ABW,04,20101005,2
PER,ABW,04,20010403,1
BRB,ABW,04,20110818,1
USA,ABW,04,20140702,5
ABW,ABW,04,20110817,2
JOR,AFG,01,20090514,5
PAK,AFG,19,20090614,8
USA,AFG,02,20081113,6
NLD,AFG,13,20090803,1
USA,AFG,08,20131118,1
AFG,AFG,01,20031029,1
IRN,AFG,05,20011209,5
USA,AFG,04,20110604,5
PAK,AFG,01,20080407,5
USA,AFG,11,20131103,8
USA,AFG,01,20030702,6
PAK,AFG,03,20090627,2
IRN,AFG,04,20090330,1
PAK,AFG,03,20101001,2
IRN,AFG,01,20120831,2
USA,AFG,15,20110703,1
USA,AFG,11,20031124,3
AFG,AFG,01,20100226,9
IRQ,AFG,19,20120509,2
AFG,AFG,02,20100317,1
IRQ,AFG,05,20080114,9
USA,AFG,03,20110623,145
USA,AFG,19,20080709,2
GBR,AFG,04,20100126,6
POL,AFG,04,20111221,2
AFG,AFG,13,20121226,12
USA,AFG,06,20130820,4
AFG,AFG,19,20060617,15
AFG,AFG,18,20100420,4
PAK,AFG,02,20120813,16
GBR,AFG,08,20110804,10
WST,AFG,08,20120621,13
AFG,AFG,19,20070412,9
PAK,AFG,17,20080107,4
PSE,AFG,19,20011008,2
WST,AFG,09,20110221,4
PAK,AFG,12,20121126,8
UZB,AFG,08,20110920,1493
PAK,AFG,01,20130825,5
PAK,AFG,05,20140605,12
IRQ,AFG,05,20071227,2
CAN,AFG,01,20131128,54
USA,AFG,11,20040323,2
USA,AFG,03,20110703,1
AFG,AFG,04,20101111,6
AFG,AFG,03,20020717,2
AFG,AFG,08,20120605,9
AFG,AFG,18,20060626,1
USA,AFG,01,20070228,6
PAK,AFG,11,20131228,4
AFG,AFG,01,20081109,4
GBR,AFG,01,20070303,4
CAN,AFG,06,20100216,7
AFG,AFG,04,20090214,20
AFG,AFG,06,20130501,5
PAK,AFG,19,20010817,14
AFG,AFG,11,20050710,3
PAK,AFG,04,20091022,3
USA,AFG,07,20050316,1
PAK,AFG,01,20110603,88
PAK,AFG,03,20101227,4
USA,AFG,10,20121005,2
IRN,AFG,05,20101211,12
USA,AFG,04,20120415,12
PAK,AFG,17,20131215,16
AFG,AFG,18,20130306,21
USA,AFG,04,20101202,11
KGZ,AFG,10,20100313,7
AFG,AFG,01,20080426,1
AFG,AFG,18,20070919,4
IDN,AFG,02,20051107,2
PAK,AFG,17,20020331,1
USA,AFG,15,20141106,6
USA,AFG,19,20000302,2
AFG,AFG,05,20120125,7
CAN,AFG,06,20090414,1
PAK,AFG,11,20080701,7
AFG,AFG,08,20140602,8
FRA,AFG,19,20150204,28
WST,AFG,08,20091106,14
CAN,AFG,01,20071111,4
IRN,AFG,18,20120424,7
AFG,AFG,09,20120823,1
TUR,AFG,04,20141222,2
USA,AFG,12,20120131,4
CAN,AFG,08,20101118,8
WST,AFG,01,20110812,3
TUR,AFG,04,20011130,3
USA,AFG,06,20100701,1
AFG,AFG,18,20130701,6
GBR,AFG,08,20141010,12
USA,AFG,19,20120318,10
AFG,AFG,03,20010228,4
AFG,AFG,03,20130926,2
USA,AFG,04,20100623,6
PAK,AFG,03,20150204,4
