Actor1CountryCode,Actor2countryCode,EventRootCode,SQLDATE,NumMentions
PAK,AFG,01,20130905,2
AFG,AFG,01,20120419,2
GBR,AFG,01,20091004,4
AFG,AFG,01,20100611,2
IRN,AFG,01,20110505,2
WST,AFG,01,20101125,9
IRN,AFG,01,20011113,3
EUR,AFG,01,20020130,4
AFG,AFG,01,20070721,9
USA,AFG,01,20110112,1
AFG,AFG,01,20100130,7
TUR,AFG,01,20130406,24
USA,AFG,01,20131225,9
YEM,AFG,01,20120509,22
TUR,AFG,01,20080321,4
WST,AFG,01,20141130,14
AUS,AFG,01,20101004,6
IRN,AFG,01,20120607,2
USA,AFG,01,20091228,2
CHN,AFG,01,20141031,16
ESP,AFG,01,20131227,2
PAK,AFG,01,20131023,1
AFG,AFG,01,20100823,6
AFG,AFG,01,20050609,5
CAN,AFG,01,20110708,12
IRQ,AFG,01,20081218,5
AFG,AFG,01,20080619,2
USA,AFG,01,20110122,9
USA,AFG,01,20141013,16
NPL,AFG,01,20130702,11
USA,AFG,01,20071018,2
PAK,AFG,01,20141114,8
PAK,AFG,01,20100207,28
PAK,AFG,01,20140305,16
SAU,AFG,01,20130726,8
USA,AFG,01,20090609,1
CAN,AFG,01,20080125,2
AGO,AFG,01,20010309,6
WST,AFG,01,20110714,5
AFG,AFG,01,20090916,18
ZAF,AFG,01,20080709,9
USA,AFG,01,20120311,11
USA,AFG,01,20090520,5
PAK,AFG,01,20120314,1
USA,AFG,01,20110923,8
NOR,AFG,01,20110428,9
MDV,AFG,01,20140528,4
USA,AFG,01,20140426,10
TJK,AFG,01,20090730,1
USA,AFG,01,20140821,9
USA,AFG,01,20140703,2
WST,AFG,01,20070420,2
USA,AFG,01,20100528,2
GBR,AFG,01,20060424,4
USA,AFG,01,20120227,2
IRN,AFG,01,20101114,1
PAK,AFG,01,20100127,4
WST,AFG,01,20100921,1
IRN,AFG,01,20110309,2
USA,AFG,01,20130510,6
PAK,AFG,01,20061227,6
PAK,AFG,01,20130625,8
AUS,AFG,01,20090407,7
USA,AFG,01,20011128,7
AFG,AFG,01,20070730,5
PAK,AFG,01,20120118,2
AFG,AFG,01,20081102,5
USA,AFG,01,20110411,4
USA,AFG,01,20150211,1
IRQ,AFG,01,20100106,12
AFG,AFG,01,20090911,4
USA,AFG,01,20090906,7
USA,AFG,01,20070804,4
AFG,AFG,01,20120111,1
USA,AFG,01,20100821,375
RUS,AFG,01,20000927,7
WST,AFG,01,20120125,7
PAK,AFG,01,20080723,54
WST,AFG,01,20120121,225
QAT,AFG,01,20140603,10
USA,AFG,01,20140131,6
SAS,AFG,01,20121113,6
AFG,AFG,01,20090202,5
AFG,AFG,01,20110112,19
USA,AFG,01,20110603,7
AFG,AFG,01,20021221,10
YEM,AFG,01,20150212,8
USA,AFG,01,20110318,6
USA,AFG,01,20120310,5
AUS,AFG,01,20010815,3
POL,AFG,01,20090918,1
AFG,AFG,01,20120312,5
USA,AFG,01,20090708,2
AFG,AFG,01,20090113,35
JOR,AFG,01,20080304,2
GBR,AFG,01,20070321,3
WST,AFG,01,20090317,7
PAK,AFG,01,20120919,1
RUS,AFG,01,20141113,10
CHN,AFG,01,20120606,1
PAK,AFG,01,20130704,18
AFG,AFG,01,20120608,41
USA,AFG,01,20011108,1
NLD,AFG,01,20070919,9
