Actor1CountryCode,Actor2CountryCode,EventBaseCode,SQLDATE,NumMentions
LBY,USA,19,20150108,70
THA,LAO,06,20150108,10
THA,MMR,06,20150108,10
USA,USA,19,20150108,40
USA,USA,04,20150108,1
USA,USA,04,20150108,3
USA,USA,04,20150108,2
USA,USA,04,20150108,1
USA,USA,04,20150108,5
USA,LBY,19,20150108,70
USA,USA,19,20150108,40
CHN,CHN,08,20151209,2
IRQ,IRQ,06,20151209,9
IRQ,IRQ,06,20151209,3
USA,USA,17,20151209,1
CAN,SAU,01,20160101,28
CAN,SAU,01,20160101,26
SAU,IRN,16,20160101,12
USA,USA,01,20160101,16
USA,USA,06,20160101,16
USA,UKR,19,20160101,2
USA,UKR,19,20160101,6
GBR,KEN,01,20160107,2
SGP,SGP,05,20160107,32
SGP,SGP,05,20160107,8
AFG,AFG,07,20160108,2
AFG,AFG,19,20160108,2
AFG,AFG,19,20160108,2
AFG,TJK,04,20160108,2
AFG,TJK,04,20160108,8
AFG,TKM,04,20160108,2
AFG,TKM,04,20160108,2
AFG,TKM,04,20160108,6
AFG,UZB,01,20160108,4
AFG,UZB,01,20160108,4
AFG,UZB,04,20160108,6
AFG,UZB,04,20160108,2
AFG,UZB,04,20160108,2
AFG,AFG,19,20160108,4
AFG,UZB,04,20160108,4
AFG,UZB,04,20160108,4
AFG,UZB,04,20160108,12
AFR,EUR,04,20160108,32
AFR,EUR,04,20160108,48
AFR,NIC,05,20160108,8
AFR,NIC,05,20160108,12
AFR,NIC,05,20160108,4
ARE,SAU,04,20160108,1
ARE,SAU,04,20160108,12
ARE,SAU,04,20160108,4
ARE,SAU,04,20160108,1
ARE,USA,04,20160108,2
ARG,USA,19,20160108,72
ARG,USA,19,20160108,24
ARG,USA,19,20160108,24
ARM,RUS,07,20160108,4
AUT,EUR,14,20160108,1
AUT,ITA,14,20160108,1
AUT,SAU,16,20160108,1
AUT,SAU,16,20160108,1
BHR,IRN,16,20160108,3
BHR,IRN,16,20160108,5
BHR,IRN,16,20160108,1
BHR,IRN,16,20160108,2
BHR,IRN,16,20160108,2
BHR,IRN,16,20160108,48
BHR,IRN,16,20160108,24
