Actor1CountryCode,Actor2CountryCode,EventBaseCode,SQLDATE,NumMentions
USA,IRL,17,20180108,12
USA,IRL,17,20180108,4
USA,PRK,12,20180108,16
USA,PRK,12,20180108,4
USA,USA,06,20180108,2
USA,USA,06,20180108,2
CAN,CHN,13,20181209,2
CAN,CHN,13,20181209,2
CAN,CAN,08,20181209,8
CAN,CAN,08,20181209,2
CAN,CAN,08,20181209,2
CHN,CAN,13,20181209,2
USA,USA,17,20181209,6
CAN,CHN,01,20190101,1
CAN,CHN,01,20190101,1
CAN,TUN,05,20190101,5
GBR,GBR,01,20190101,2
GBR,GBR,01,20190101,8
AFG,AFG,19,20190108,2
AFR,USA,01,20190108,12
AFR,USA,19,20190108,2
ARE,BHR,03,20190108,3
ARE,BHR,03,20190108,2
ARE,BHR,03,20190108,1
ARE,EGY,03,20190108,3
ARE,EGY,03,20190108,2
ARE,EGY,03,20190108,1
ARE,JOR,03,20190108,3
ARE,JOR,03,20190108,2
ARE,JOR,03,20190108,1
ARE,KWT,03,20190108,3
ARE,KWT,03,20190108,2
ARE,KWT,03,20190108,1
ARE,OMN,03,20190108,3
ARE,OMN,03,20190108,2
ARE,OMN,03,20190108,1
ARE,QAT,03,20190108,3
ARE,QAT,03,20190108,2
ARE,QAT,03,20190108,1
ARE,SAU,03,20190108,3
ARE,SAU,03,20190108,2
ARE,SAU,03,20190108,1
ARE,SYC,04,20190108,2
ARE,SYC,04,20190108,2
ARE,SYC,04,20190108,6
ARE,SYR,08,20190108,1
ARE,SYR,08,20190108,1
ARE,USA,08,20190108,2
ARE,USA,08,20190108,2
AUS,AUS,01,20190108,2
AUS,USA,04,20190108,4
AUS,USA,04,20190108,2
AUS,USA,04,20190108,1
AUS,USA,04,20190108,2
AUS,USA,04,20190108,4
AUS,USA,04,20190108,1
AUS,USA,01,20190108,2
BEL,DEU,05,20190108,4
BEL,GBR,04,20190108,6
BEL,GBR,04,20190108,2
BEL,GBR,04,20190108,2
BEL,GBR,04,20190108,2
BEL,GBR,05,20190108,2
BHR,ARE,03,20190108,2
BHR,ARE,03,20190108,3
BHR,ARE,03,20190108,1
BHR,EGY,03,20190108,2
BHR,EGY,03,20190108,3
BHR,EGY,03,20190108,1
BHR,JOR,03,20190108,2
BHR,JOR,03,20190108,3
BHR,JOR,03,20190108,1
BHR,KWT,03,20190108,2
BHR,KWT,03,20190108,3
BHR,KWT,03,20190108,1
BHR,OMN,03,20190108,2
BHR,OMN,03,20190108,3
BHR,OMN,03,20190108,1
BHR,QAT,03,20190108,2
BHR,QAT,03,20190108,3
BHR,QAT,03,20190108,1
BHR,SAU,03,20190108,2
BHR,SAU,03,20190108,3
BHR,SAU,03,20190108,1
BHR,SYR,08,20190108,1
BHR,SYR,08,20190108,1
BHR,USA,08,20190108,2
BHR,USA,08,20190108,2
BLZ,GTM,17,20190108,2
BLZ,GTM,17,20190108,3
BRA,FRA,01,20190108,6
BRA,LBN,01,20190108,4
BRA,LBN,01,20190108,10
CAN,CAN,02,20190108,2
CAN,CAN,05,20190108,6
CAN,CHN,03,20190108,6
CAN,CHN,04,20190108,1
CAN,CHN,04,20190108,12
CAN,CHN,04,20190108,1
CAN,CHN,06,20190108,7
CAN,CHN,17,20190108,2
CAN,CHN,17,20190108,1
CAN,CHN,17,20190108,10
CAN,FRA,04,20190108,1
CAN,FRA,04,20190108,9
CAN,FRA,04,20190108,1
CAN,FRA,04,20190108,1
CAN,FRA,08,20190108,1
CAN,FRA,08,20190108,1
CAN,FRA,09,20190108,4
CAN,GBR,09,20190108,1
CAN,GBR,09,20190108,3
CAN,GBR,16,20190108,8
CAN,IND,09,20190108,4
CAN,IND,09,20190108,2
CAN,IRL,03,20190108,10
CAN,USA,04,20190108,8
CAN,USA,04,20190108,2
CAN,USA,17,20190108,4
CAN,CAN,08,20190108,4
CAN,CHN,17,20190108,6
CAN,CHN,17,20190108,2
CAN,USA,05,20190108,6
CAN,CHN,04,20190108,9
CHE,ARG,05,20190108,2
CHE,ARG,05,20190108,3
CHE,ARG,05,20190108,1
CHE,ARG,05,20190108,4
CHE,CHE,05,20190108,6
CHE,CHE,19,20190108,6
CHE,NMR,07,20190108,4
CHE,NMR,07,20190108,2
CHE,USA,07,20190108,2
CHE,USA,07,20190108,2
CHE,GBR,12,20190108,2
CHE,GBR,18,20190108,4
CHE,GBR,18,20190108,4
CHE,GBR,11,20190108,6
CHN,BRN,01,20190108,6
CHN,BRN,01,20190108,1
CHN,BRN,01,20190108,1
CHN,BRN,01,20190108,2
CHN,CAN,03,20190108,6
CHN,CAN,04,20190108,1
CHN,CAN,04,20190108,12
CHN,CAN,04,20190108,1
CHN,CAN,11,20190108,1
CHN,CAN,11,20190108,1
CHN,CAN,17,20190108,2
CHN,CAN,17,20190108,2
CHN,CAN,17,20190108,1
CHN,CAN,17,20190108,1
CHN,CAN,17,20190108,1
CHN,CAN,17,20190108,1
CHN,CAN,04,20190108,9
CHN,CHN,04,20190108,1
CHN,CHN,01,20190108,2
CHN,CHN,01,20190108,2
CHN,CHN,04,20190108,8
CHN,CHN,04,20190108,6
CHN,CHN,04,20190108,16
CHN,CHN,04,20190108,6
CHN,CHN,17,20190108,2
CHN,CHN,15,20190108,10
CHN,KOR,03,20190108,10
CHN,MYS,01,20190108,3
CHN,MYS,01,20190108,1
CHN,PHL,01,20190108,1
CHN,PHL,01,20190108,3
CHN,PRK,04,20190108,2
CHN,PRK,04,20190108,2
CHN,PRK,04,20190108,8
CHN,PRK,04,20190108,4
CHN,PRK,04,20190108,6
CHN,PRK,04,20190108,14
CHN,PRK,04,20190108,10
CHN,TWN,01,20190108,1
CHN,TWN,01,20190108,10
CHN,TWN,01,20190108,3
CHN,TWN,03,20190108,5
CHN,TWN,04,20190108,2
CHN,TWN,11,20190108,10
CHN,TWN,19,20190108,2
CHN,USA,03,20190108,10
CHN,USA,03,20190108,10
CHN,USA,04,20190108,10
CHN,USA,04,20190108,6
CHN,USA,04,20190108,4
CHN,USA,05,20190108,1
CHN,USA,05,20190108,4
CHN,USA,11,20190108,5
CHN,USA,13,20190108,4
CHN,USA,13,20190108,12
CHN,USA,13,20190108,4
CHN,USA,17,20190108,5
CHN,VNM,01,20190108,1
CHN,VNM,01,20190108,3
CHN,CAN,17,20190108,3
CHN,CHN,04,20190108,1
CHN,CHN,17,20190108,3
CHN,CHN,04,20190108,2
CHN,CHN,01,20190108,8
CHN,CHN,02,20190108,6
CHN,CHN,04,20190108,6
CHN,CHN,04,20190108,8
CHN,CHN,04,20190108,16
CHN,CHN,04,20190108,6
CHN,CHN,11,20190108,1
CHN,CHN,01,20190108,1
CHN,CHN,17,20190108,2
CHN,PRK,04,20190108,2
CHN,PRK,04,20190108,4
CHN,PRK,04,20190108,6
CHN,CHN,14,20190108,2
CHN,CHN,01,20190108,8
CRB,USA,04,20190108,1
CRB,USA,04,20190108,2
CZE,CZE,01,20190108,3
CZE,CZE,01,20190108,2
CZE,GBR,01,20190108,1
CZE,GBR,01,20190108,1
CZE,GBR,01,20190108,2
CZE,GBR,01,20190108,1
CZE,GBR,01,20190108,1
CZE,GBR,01,20190108,2
DEU,BEL,05,20190108,2
DEU,BEL,05,20190108,2
DEU,USA,04,20190108,8
DEU,USA,04,20190108,2
DEU,USA,04,20190108,8
DEU,THA,04,20190108,21
DNK,USA,02,20190108,2
EGY,ARE,03,20190108,5
EGY,ARE,03,20190108,2
EGY,ARE,03,20190108,1
EGY,ARE,08,20190108,2
EGY,BHR,03,20190108,5
EGY,BHR,03,20190108,2
EGY,BHR,03,20190108,1
EGY,BHR,08,20190108,2
EGY,JOR,03,20190108,5
EGY,JOR,03,20190108,2
EGY,JOR,03,20190108,1
EGY,JOR,08,20190108,1
EGY,JOR,08,20190108,1
EGY,KWT,03,20190108,5
EGY,KWT,03,20190108,2
EGY,KWT,03,20190108,1
EGY,KWT,08,20190108,2
EGY,OMN,03,20190108,5
EGY,OMN,03,20190108,2
EGY,OMN,03,20190108,1
EGY,OMN,08,20190108,2
EGY,QAT,03,20190108,5
EGY,QAT,03,20190108,2
EGY,QAT,03,20190108,1
EGY,QAT,08,20190108,2
EGY,SAU,03,20190108,5
EGY,SAU,03,20190108,2
EGY,SAU,03,20190108,1
EGY,SAU,08,20190108,2
EGY,SYR,08,20190108,1
EGY,SYR,08,20190108,1
EGY,USA,08,20190108,2
EGY,USA,08,20190108,2
EGY,EGY,01,20190108,1
ESP,USA,01,20190108,6
ESP,USA,04,20190108,6
ESP,USA,13,20190108,1
ESP,USA,13,20190108,1
ESP,PRT,03,20190108,16
ESP,PRT,04,20190108,16
FRA,CAN,04,20190108,1
FRA,CAN,04,20190108,9
FRA,CAN,04,20190108,1
FRA,CAN,04,20190108,1
FRA,FRA,02,20190108,2
FRA,FRA,02,20190108,2
FRA,FRA,01,20190108,4
FRA,VEN,03,20190108,2
GAB,AFR,19,20190108,3
GAB,AFR,19,20190108,3
GAB,MAR,01,20190108,4
GBR,BEL,04,20190108,2
GBR,BEL,04,20190108,10
GBR,BEL,05,20190108,2
GBR,CAN,09,20190108,8
GBR,CHE,05,20190108,4
GBR,CHE,17,20190108,6
GBR,CHE,19,20190108,2
GBR,GBR,01,20190108,2
GBR,EUR,01,20190108,10
GBR,EUR,03,20190108,1
GBR,EUR,03,20190108,1
GBR,EUR,06,20190108,4
GBR,EUR,06,20190108,1
GBR,EUR,13,20190108,2
GBR,IND,04,20190108,4
GBR,IND,04,20190108,6
GBR,IND,04,20190108,4
GBR,USA,04,20190108,2
GBR,USA,01,20190108,1
GBR,USA,01,20190108,10
GBR,USA,01,20190108,4
GBR,USA,01,20190108,1
GBR,USA,03,20190108,2
GBR,USA,05,20190108,4
GBR,USA,12,20190108,1
GBR,USA,12,20190108,10
GBR,USA,12,20190108,4
GBR,USA,12,20190108,1
GBR,EUR,03,20190108,6
GBR,GBR,11,20190108,4
GTM,BLZ,11,20190108,5
GTM,BOL,01,20190108,2
GTM,GTM,07,20190108,4
GTM,GTM,05,20190108,4
GTM,USA,04,20190108,4
GTM,USA,08,20190108,2
GTM,USA,08,20190108,8
GTM,PRT,03,20190108,8
GTM,PRT,04,20190108,8
GTM,USA,04,20190108,16
AFR,GAB,11,20190108,30
AFR,GAB,05,20190108,12
AFR,ZWE,08,20190108,4
EUR,CHN,01,20190108,9
EUR,GBR,03,20190108,1
EUR,GBR,03,20190108,1
EUR,GBR,03,20190108,6
IND,GBR,04,20190108,4
IND,GBR,04,20190108,10
IND,IND,01,20190108,10
IRL,CAN,03,20190108,10
IRL,IRL,17,20190108,2
IRL,IRL,18,20190108,2
IRL,IRL,19,20190108,2
IRN,IRQ,11,20190108,2
IRQ,IRQ,05,20190108,6
IRQ,IRQ,16,20190108,30
IRQ,USA,01,20190108,9
IRQ,USA,01,20190108,6
IRQ,USA,10,20190108,4
IRQ,USA,15,20190108,1
IRQ,USA,15,20190108,2
IRQ,USA,15,20190108,12
IRQ,USA,15,20190108,1
IRQ,VAT,04,20190108,5
ISR,ISR,01,20190108,1
ISR,ISR,01,20190108,3
ISR,ISR,01,20190108,1
ISR,ISR,01,20190108,3
ISR,ISR,11,20190108,5
ISR,SYR,08,20190108,1
ISR,SYR,08,20190108,1
ISR,SYR,08,20190108,3
ITA,ITA,01,20190108,18
ITA,ITA,01,20190108,12
ITA,ITA,02,20190108,30
ITA,USA,02,20190108,10
ITA,USA,04,20190108,1
ITA,USA,04,20190108,7
ITA,USA,06,20190108,2
ITA,USA,06,20190108,2
JAM,JPN,05,20190108,8
JAM,JPN,05,20190108,2
JAM,JPN,05,20190108,4
JAM,JPN,05,20190108,6
JOR,ARE,03,20190108,3
JOR,ARE,03,20190108,2
JOR,ARE,03,20190108,1
JOR,BHR,03,20190108,2
JOR,BHR,03,20190108,3
JOR,BHR,03,20190108,1
JOR,EGY,03,20190108,3
JOR,EGY,03,20190108,2
JOR,EGY,03,20190108,1
JOR,KWT,03,20190108,5
JOR,KWT,03,20190108,1
JOR,OMN,03,20190108,3
JOR,OMN,03,20190108,2
JOR,OMN,03,20190108,1
JOR,QAT,03,20190108,2
JOR,QAT,03,20190108,3
JOR,QAT,03,20190108,1
JOR,SAU,03,20190108,2
JOR,SAU,03,20190108,3
JOR,SAU,03,20190108,1
JOR,SYR,08,20190108,1
JOR,SYR,08,20190108,1
JOR,USA,08,20190108,2
JOR,USA,08,20190108,2
JPN,FRA,01,20190108,4
JPN,FRA,01,20190108,2
JPN,FRA,01,20190108,2
JPN,JAM,05,20190108,4
JPN,JAM,05,20190108,6
JPN,USA,04,20190108,6
JPN,USA,04,20190108,4
JPN,USA,04,20190108,4
KOR,CHN,03,20190108,10
KOR,CHN,05,20190108,10
KOR,CHN,19,20190108,10
KOR,USA,08,20190108,10
KOR,CHN,05,20190108,30
KWT,EGY,03,20190108,2
KWT,SYR,03,20190108,1
KWT,SYR,03,20190108,1
KWT,SYR,08,20190108,1
KWT,SYR,08,20190108,1
KWT,USA,08,20190108,4
LSO,AFR,08,20190108,10
MCO,BEL,02,20190108,1
MEX,MEX,18,20190108,2
MEX,USA,03,20190108,12
MEX,USA,04,20190108,4
