Actor1CountryCode,Actor2CountryCode,EventBaseCode,SQLDATE,NumMentions
AFG,AFG,01,20060101,4
AFG,AFG,04,20060101,7
AFG,AFG,01,20060101,3
AFG,AFG,19,20060101,3
AFG,AFG,01,20060101,4
AFG,AFG,08,20060101,9
AFG,BHR,04,20060101,9
AFG,WST,03,20060101,9
AFG,JOR,04,20060101,1
AFG,JOR,04,20060101,3
AFG,JOR,04,20060101,4
AFG,JOR,04,20060101,2
AFG,JOR,04,20060101,7
AFG,JOR,04,20060101,5
AFG,JOR,04,20060101,1
AFG,QAT,04,20060101,3
AFG,QAT,04,20060101,6
AFG,QAT,04,20060101,2
AFG,QAT,04,20060101,3
AFG,QAT,01,20060101,2
AFG,QAT,08,20060101,2
AFG,QAT,17,20060101,27
AFG,TUR,01,20060101,2
AFG,TUR,01,20060101,2
AFG,TUR,01,20060101,1
AFG,TUR,01,20060101,1
AFG,TUR,01,20060101,1
AFG,AFG,08,20060101,3
AFG,QAT,08,20060101,5
AFG,AFG,17,20060101,2
AFG,AFG,17,20060101,2
AFG,AFG,04,20060101,7
AFG,PAK,04,20060101,3
AFG,AFG,18,20060101,3
AFG,AFG,01,20060101,5
AFR,AFR,03,20060101,1
AFR,GBR,03,20060101,3
AFR,GBR,04,20060101,3
AFR,MWI,04,20060101,1
AFR,NGA,04,20060101,6
AFR,NGA,04,20060101,1
AFR,ZAF,03,20060101,1
AFR,ZAF,04,20060101,3
AFR,USA,02,20060101,1
ALB,GRC,17,20060101,5
ALB,GRC,19,20060101,3
ARE,ISR,04,20060101,4
ARE,PSE,04,20060101,9
ARM,CYP,01,20060101,4
ARM,CYP,04,20060101,4
ARM,CYP,01,20060101,5
ARM,CYP,01,20060101,2
AUS,FRA,19,20060101,6
AUS,FRA,19,20060101,1
AUS,IDN,05,20060101,9
AUS,SYC,17,20060101,8
AUS,USA,04,20060101,2
AUS,USA,04,20060101,4
AUS,USA,04,20060101,2
AUT,AUT,04,20060101,7
AUT,AUT,04,20060101,1
AUT,AUT,04,20060101,1
AUT,DEU,04,20060101,6
AUT,DEU,04,20060101,2
AUT,EUR,01,20060101,2
AUT,EUR,03,20060101,7
AUT,EUR,03,20060101,2
AUT,EUR,04,20060101,4
AUT,EUR,04,20060101,1
AUT,GBR,03,20060101,2
AUT,GBR,08,20060101,2
AUT,EUR,04,20060101,11
AUT,EUR,04,20060101,1
AUT,EUR,04,20060101,6
AUT,EUR,19,20060101,1
AUT,EUR,19,20060101,2
AUT,EUR,19,20060101,3
AUT,ITA,17,20060101,2
AUT,ITA,17,20060101,4
AUT,RUS,02,20060101,2
AUT,RUS,02,20060101,2
AUT,RUS,02,20060101,6
AUT,RUS,06,20060101,6
AUT,RUS,06,20060101,6
AUT,UKR,02,20060101,2
AUT,UKR,02,20060101,1
AUT,UKR,02,20060101,1
AUT,UKR,02,20060101,6
AUT,USA,03,20060101,7
AUT,USA,03,20060101,2
AUT,USA,05,20060101,7
AUT,USA,05,20060101,2
AUT,VNM,08,20060101,2
AUT,VNM,08,20060101,1
AUT,VNM,17,20060101,1
AUT,VNM,17,20060101,5
AUT,VNM,17,20060101,1
AUT,YEM,04,20060101,1
AUT,YEM,04,20060101,4
AUT,YEM,04,20060101,1
AUT,YEM,04,20060101,9
AUT,AUT,04,20060101,7
AUT,AUT,04,20060101,2
BEL,AUT,01,20060101,2
BEL,AUT,01,20060101,2
BEL,NGA,07,20060101,2
BGD,BGD,02,20060101,3
BGD,BGD,19,20060101,9
BGD,BGD,02,20060101,5
BGD,BGD,05,20060101,7
BGD,BGD,19,20060101,9
BGD,BGD,19,20060101,9
BHR,AFG,04,20060101,3
BHR,AFG,04,20060101,5
BHR,AFG,04,20060101,1
BLR,RUS,03,20060101,9
BLR,RUS,19,20060101,1
BLR,RUS,19,20060101,1
BLR,UKR,01,20060101,2
BLR,UKR,01,20060101,1
BLR,UKR,01,20060101,2
BLR,USA,01,20060101,2
BLR,USA,01,20060101,1
BLR,USA,01,20060101,2
BLR,RUS,03,20060101,9
BOL,CUB,04,20060101,1
BOL,CUB,04,20060101,5
BOL,VEN,04,20060101,2
BOL,VEN,04,20060101,2
BOL,VEN,04,20060101,9
BOL,VEN,04,20060101,9
BRA,VEN,07,20060101,2
BRA,VEN,05,20060101,1
BRA,VEN,05,20060101,1
BRN,PHL,05,20060101,3
CHE,NGA,07,20060101,2
CHE,RUS,02,20060101,2
CHE,RUS,04,20060101,8
CHE,RUS,04,20060101,2
CHE,RUS,11,20060101,2
CHE,RUS,11,20060101,1
CHE,RUS,17,20060101,2
CHE,RUS,17,20060101,1
CHE,RUS,04,20060101,1
CHE,SWE,06,20060101,1
CHE,SWE,06,20060101,1
CHN,CHN,01,20060101,2
CHN,CHN,08,20060101,9
CHN,CHN,12,20060101,7
CHN,CHN,17,20060101,9
CHN,CHN,17,20060101,7
CHN,JPN,01,20060101,4
CHN,JPN,01,20060101,6
CHN,JPN,01,20060101,1
CHN,JPN,01,20060101,2
CHN,JPN,01,20060101,2
CHN,JPN,01,20060101,4
CHN,JPN,01,20060101,2
CHN,JPN,01,20060101,1
CHN,JPN,01,20060101,3
CHN,JPN,01,20060101,2
CHN,JPN,01,20060101,4
CHN,JPN,03,20060101,1
CHN,JPN,03,20060101,3
CHN,JPN,04,20060101,1
CHN,JPN,04,20060101,3
CHN,JPN,04,20060101,2
CHN,JPN,04,20060101,15
CHN,JPN,04,20060101,6
CHN,JPN,11,20060101,25
CHN,JPN,11,20060101,4
CHN,JPN,11,20060101,2
CHN,JPN,11,20060101,2
CHN,JPN,11,20060101,7
CHN,JPN,19,20060101,8
CHN,JPN,19,20060101,6
CHN,KHM,04,20060101,9
CHN,KHM,03,20060101,2
