Actor1CountryCode,Actor2CountryCode,EventBaseCode,SQLDATE,NumMentions
AFG,USA,05,20190108,2
BGD,GBR,04,20190108,4
BGD,GBR,04,20190108,3
GBR,BGD,04,20190108,3
GBR,BGD,04,20190108,4
PAK,USA,08,20190108,2
PAK,USA,08,20190108,8
PAK,USA,16,20190108,2
PAK,USA,16,20190108,8
USA,IRN,05,20190108,1
USA,IRN,05,20190108,1
EUR,IRN,19,20200101,6
HRV,IRN,19,20200101,4
IRN,IRN,15,20200101,1
IRN,IRQ,01,20200101,1
IRN,IRQ,01,20200101,1
IRN,IRQ,15,20200101,2
IRN,IRQ,15,20200101,6
IRN,IRQ,15,20200101,2
IRN,IRQ,19,20200101,2
IRN,IRQ,19,20200101,8
IRN,IRQ,19,20200101,14
IRN,IRQ,19,20200101,2
IRN,IRQ,19,20200101,8
IRN,USA,01,20200101,6
IRN,USA,11,20200101,7
IRN,USA,11,20200101,2
IRN,USA,11,20200101,1
IRN,USA,15,20200101,1
IRN,USA,15,20200101,4
IRN,USA,18,20200101,3
IRN,USA,18,20200101,7
IRN,USA,19,20200101,2
IRN,IRQ,19,20200101,2
IRN,IRQ,19,20200101,8
IRQ,IRN,18,20200101,1
IRQ,IRN,18,20200101,1
USA,USA,01,20200101,2
USA,USA,03,20200101,2
USA,USA,01,20200101,6
USA,USA,03,20200101,6
IRN,IRQ,19,20200107,4
IRN,IRQ,19,20200107,2
AFR,KEN,03,20200108,4
ARE,IRN,10,20200108,10
ARE,IRN,13,20200108,10
ARE,ZAF,17,20200108,10
ARG,USA,17,20200108,4
ARM,USA,03,20200108,10
ARM,ARM,19,20200108,2
ARM,IRN,04,20200108,2
ARM,IRN,04,20200108,2
ARM,IRN,04,20200108,2
ARM,IRN,04,20200108,2
ARM,IRQ,01,20200108,2
ARM,IRQ,01,20200108,8
ARM,IRQ,19,20200108,6
AUS,AUS,02,20200108,2
AUS,AUS,05,20200108,2
AUS,AUS,07,20200108,4
AUS,ESP,04,20200108,10
AUS,FJI,02,20200108,10
AUS,GBR,03,20200108,2
AUS,GBR,03,20200108,2
AUS,USA,01,20200108,4
AUS,USA,01,20200108,4
AUS,USA,04,20200108,4
AUS,USA,04,20200108,2
AUS,USA,11,20200108,4
AUS,AUS,05,20200108,30
BEL,EUR,04,20200108,4
