Actor1CountryCode,Actor2CountryCode,EventBaseCode,SQLDATE,NumMentions
NAM,CHN,17,20180101,7
NAM,CHN,17,20180101,1
BHR,SAU,07,20180108,2
FIN,GBR,04,20180108,4
GBR,FIN,04,20180108,4
IRN,BGD,09,20180108,1
IRN,USA,04,20180108,5
JPN,PRK,03,20180108,1
JPN,PRK,03,20180108,4
KHM,AUS,17,20180108,2
KHM,AUS,17,20180108,6
KHM,AUS,17,20180108,2
NAM,AFR,01,20180108,2
NAM,AFR,01,20180108,2
NAM,AFR,09,20180108,4
NAM,CHN,17,20180108,1
NAM,CHN,17,20180108,1
NAM,ZAF,09,20180108,2
NAM,ZAF,09,20180108,2
NMR,CAN,02,20180108,1
NMR,CAN,02,20180108,2
POL,POL,12,20180108,8
PRK,USA,13,20180108,2
PRK,USA,19,20180108,1
PRK,USA,19,20180108,1
TCD,USA,02,20180108,2
USA,CAN,02,20180108,2
USA,USA,04,20180108,2
USA,USA,04,20180108,2
USA,USA,01,20180108,1
USA,IRN,04,20180108,5
ZAF,NAM,01,20180108,6
ZAF,NAM,01,20180108,1
ZAF,NAM,01,20180108,1
CHN,MEX,03,20170108,10
GBR,AUS,13,20170108,14
KHM,THA,03,20170108,1
KHM,THA,03,20170108,4
MEX,CHN,03,20170108,10
MEX,USA,05,20170108,2
MEX,USA,05,20170108,2
THA,KHM,03,20170108,1
THA,KHM,03,20170108,4
USA,USA,08,20170108,4
AUS,AUS,02,20171209,8
RUS,JOR,05,20171209,12
RUS,SYR,04,20171209,6
RUS,SYR,04,20171209,6
RUS,SYR,05,20171209,12
RUS,JOR,05,20171209,12
RUS,JOR,05,20171209,24
SYR,RUS,04,20171209,6
SYR,RUS,04,20171209,6
ISR,ISR,02,20180101,4
ISR,PSE,02,20180101,2
ISR,PSE,02,20180101,2
KWT,USA,04,20180101,2
KWT,USA,04,20180101,4
USA,KWT,04,20180101,1
USA,KWT,04,20180101,5
USA,USA,05,20180101,2
USA,USA,11,20180101,2
USA,USA,17,20180101,2
CMR,NGA,01,20180107,1
CMR,NGA,01,20180107,7
CMR,NGA,17,20180107,1
CMR,NGA,17,20180107,6
CMR,NGA,17,20180107,1
AFG,AFG,19,20180108,10
AFG,WST,10,20180108,10
AFG,USA,19,20180108,4
AFG,AFG,04,20180108,7
ARG,USA,11,20180108,1
ARG,USA,11,20180108,1
AUS,AUS,12,20180108,3
AUS,AUS,18,20180108,3
AUS,AUS,02,20180108,2
AUS,GBR,04,20180108,8
AUS,GBR,04,20180108,2
AUS,MAR,04,20180108,2
AUS,MAR,04,20180108,4
AUS,MYS,03,20180108,3
AUS,MYS,06,20180108,3
AUS,MYS,07,20180108,3
AUS,POL,19,20180108,1
BEL,CAN,04,20180108,1
BEL,CAN,04,20180108,1
BGD,MMR,04,20180108,10
CAN,BEL,04,20180108,1
CAN,BEL,04,20180108,1
CAN,NGA,06,20180108,8
CAN,NGA,06,20180108,2
CAN,NOR,06,20180108,2
CAN,NOR,06,20180108,8
CAN,SAU,06,20180108,10
CAN,USA,05,20180108,3
CAN,USA,06,20180108,12
CAN,USA,19,20180108,2
CAN,USA,19,20180108,6
CAN,USA,19,20180108,2
CHN,KHM,04,20180108,2
CHN,NGA,05,20180108,1
CHN,NGA,05,20180108,4
CHN,NGA,05,20180108,5
CMR,CMR,02,20180108,2
CMR,CMR,08,20180108,1
CMR,CMR,08,20180108,4
CMR,CMR,08,20180108,4
CMR,NGA,01,20180108,1
CMR,NGA,01,20180108,1
CMR,NGA,05,20180108,4
CMR,NGA,05,20180108,4
CMR,NGA,05,20180108,6
CMR,NGA,05,20180108,6
CMR,NGA,17,20180108,1
CMR,NGA,17,20180108,1
COD,COG,05,20180108,2
COD,COG,05,20180108,2
COL,COL,04,20180108,4
COL,ESP,01,20180108,4
COL,ESP,08,20180108,1
COL,ESP,08,20180108,1
COL,MEX,13,20180108,10
COL,USA,01,20180108,1
COL,USA,01,20180108,1
COL,USA,05,20180108,4
COL,USA,05,20180108,1
COL,USA,11,20180108,2
COL,USA,11,20180108,2
COL,USA,17,20180108,4
COL,USA,17,20180108,1
COL,COL,04,20180108,4
COL,ESP,04,20180108,2
COL,ESP,04,20180108,4
COL,USA,11,20180108,6
DEU,DEU,08,20180108,4
DEU,IRN,13,20180108,8
DEU,IRN,13,20180108,2
DEU,DEU,08,20180108,3
ESP,COL,04,20180108,6
ESP,GBR,03,20180108,4
ESP,GBR,04,20180108,1
EUR,LBY,04,20180108,2
EUR,LBY,04,20180108,6
EUR,USA,01,20180108,10
EUR,USA,11,20180108,10
EUR,USA,11,20180108,10
FRA,FRA,04,20180108,2
FRA,FRA,04,20180108,2
GBR,AFR,01,20180108,4
GBR,AUS,04,20180108,8
GBR,AUS,04,20180108,2
GBR,AUS,13,20180108,6
GBR,ESP,02,20180108,4
GBR,ESP,03,20180108,3
GBR,ESP,03,20180108,1
GBR,ESP,04,20180108,1
GBR,ESP,05,20180108,1
GBR,ISR,04,20180108,2
GBR,ISR,04,20180108,8
GBR,SYR,09,20180108,5
GBR,SYR,09,20180108,5
GBR,GBR,02,20180108,2
GBR,GBR,13,20180108,4
GBR,GBR,13,20180108,2
GBR,GBR,13,20180108,2
GHA,LBY,19,20180108,1
GHA,LBY,19,20180108,2
EUR,USA,01,20180108,3
SEA,KHM,05,20180108,4
SEA,KHM,05,20180108,1
IRL,USA,19,20180108,4
IRL,USA,19,20180108,4
IRN,BGD,09,20180108,2
IRN,BGD,09,20180108,6
IRN,DEU,01,20180108,2
ISR,GBR,04,20180108,10
ISR,ISR,03,20180108,2
ISR,ISR,01,20180108,2
ISR,PAK,05,20180108,2
ISR,PAK,05,20180108,2
ISR,PSE,03,20180108,6
ISR,PSE,03,20180108,6
ISR,ISR,01,20180108,2
ISR,ISR,02,20180108,12
ISR,ISR,01,20180108,3
ITA,ITA,04,20180108,2
ITA,MEX,04,20180108,2
ITA,MEX,04,20180108,8
ITA,ITA,01,20180108,4
ITA,ITA,04,20180108,2
JPN,KOR,04,20180108,2
JPN,KOR,04,20180108,8
JPN,PRK,03,20180108,2
JPN,PRK,03,20180108,8
JPN,JPN,01,20180108,1
KHM,CHN,04,20180108,2
KHM,SEA,05,20180108,1
KHM,SEA,05,20180108,1
KHM,SEA,05,20180108,3
KHM,SEA,10,20180108,1
KHM,SEA,10,20180108,3
KHM,SEA,10,20180108,1
KHM,KHM,17,20180108,10
KOR,IRN,03,20180108,10
KOR,JPN,04,20180108,2
KOR,JPN,04,20180108,8
KOR,PRK,03,20180108,2
KOR,PRK,03,20180108,8
KWT,CHN,01,20180108,2
LBR,LBR,06,20180108,2
LBR,LBR,06,20180108,2
LBR,CHN,17,20180108,6
LBY,EUR,04,20180108,2
LBY,LBY,19,20180108,2
LBY,NGA,04,20180108,8
LBY,EUR,17,20180108,6
LBY,EUR,17,20180108,4
LBY,EUR,04,20180108,6
MAR,AUS,04,20180108,2
MAR,AUS,04,20180108,4
MEX,ITA,04,20180108,10
MEX,USA,04,20180108,5
MEX,MEX,19,20180108,12
MEX,MEX,19,20180108,8
MLI,LBY,19,20180108,1
MLI,LBY,19,20180108,2
MMR,BGD,04,20180108,10
CAN,CAN,11,20180108,2
USA,USA,02,20180108,4
USA,USA,09,20180108,4
MYS,KHM,02,20180108,8
MYS,KHM,02,20180108,2
MYS,KHM,02,20180108,8
MYS,KHM,02,20180108,2
MYS,MYS,09,20180108,4
MYS,USA,09,20180108,7
MYS,MYS,09,20180108,6
MYS,MYS,17,20180108,2
NGA,CMR,02,20180108,4
NGA,CMR,17,20180108,10
NGA,JPN,01,20180108,1
NGA,LBY,04,20180108,8
NGA,LBY,16,20180108,10
NGA,LBY,19,20180108,3
NGA,NGA,04,20180108,2
NGA,NGA,04,20180108,2
NGA,NGA,04,20180108,8
NGA,NGA,04,20180108,2
NGA,NGA,09,20180108,2
NGA,NGA,04,20180108,8
NGA,NGA,04,20180108,2
NOR,TJK,11,20180108,2
NOR,NOR,05,20180108,3
PAK,AFG,08,20180108,1
PAK,AFG,08,20180108,1
PAK,AFG,19,20180108,1
PAK,AFG,19,20180108,1
PAK,USA,04,20180108,10
PAK,USA,09,20180108,2
PAK,USA,09,20180108,8
PRK,KOR,03,20180108,10
PRK,USA,04,20180108,8
PRK,USA,04,20180108,2
PRK,USA,04,20180108,1
PRK,USA,04,20180108,1
PRT,EUR,17,20180108,13
PRT,PRT,01,20180108,2
PRT,PRT,05,20180108,10
PRT,PRT,05,20180108,28
PRT,USA,05,20180108,5
PRT,PRT,05,20180108,3
PRT,PRT,05,20180108,8
PSE,ISR,02,20180108,6
PSE,ISR,08,20180108,1
PSE,ISR,08,20180108,1
PSE,ISR,06,20180108,1
PSE,ISR,06,20180108,3
PSE,PAK,05,20180108,4
PSE,ISR,01,20180108,1
PSE,ISR,02,20180108,3
RUS,USA,04,20180108,1
RUS,USA,04,20180108,1
RUS,USA,04,20180108,1
RUS,USA,04,20180108,5
RUS,USA,04,20180108,1
RUS,USA,04,20180108,2
SAU,IRN,11,20180108,2
SAU,IRN,11,20180108,1
SAU,ISR,19,20180108,2
SAU,ISR,19,20180108,2
SAU,ISR,19,20180108,6
SAU,SAU,17,20180108,10
SAU,YEM,04,20180108,1
SAU,YEM,04,20180108,2
SLV,CAN,01,20180108,1
SYR,LBN,18,20180108,8
SYR,SYR,08,20180108,2
SYR,SYR,17,20180108,4
SYR,SYR,19,20180108,2
THA,JPN,01,20180108,1
THA,JPN,01,20180108,2
THA,JPN,01,20180108,1
TUR,SYR,08,20180108,12
TUR,SYR,08,20180108,12
TUR,SYR,08,20180108,36
USA,CAN,05,20180108,2
USA,COL,05,20180108,4
USA,COL,05,20180108,1
USA,GBR,09,20180108,4
USA,IRN,04,20180108,2
USA,ISR,02,20180108,8
USA,ISR,02,20180108,2
USA,ISR,02,20180108,2
USA,ISR,02,20180108,8
USA,MEX,04,20180108,5
USA,USA,09,20180108,4
USA,MYS,03,20180108,2
USA,PRK,03,20180108,6
USA,PRK,03,20180108,4
USA,PRK,04,20180108,8
USA,PRK,04,20180108,2
USA,PRK,04,20180108,1
USA,PRK,04,20180108,1
USA,PSE,07,20180108,1
USA,PSE,07,20180108,1
USA,RUS,01,20180108,1
USA,RUS,01,20180108,4
USA,RUS,04,20180108,1
USA,RUS,04,20180108,1
USA,RUS,04,20180108,1
USA,RUS,04,20180108,1
USA,RUS,04,20180108,4
USA,RUS,04,20180108,1
USA,SGP,01,20180108,8
USA,USA,03,20180108,5
USA,USA,03,20180108,3
USA,USA,09,20180108,2
USA,USA,09,20180108,6
USA,USA,19,20180108,2
USA,USA,19,20180108,1
USA,USA,19,20180108,1
USA,USA,19,20180108,2
USA,USA,04,20180108,6
USA,USA,04,20180108,10
USA,USA,01,20180108,1
USA,USA,02,20180108,1
USA,USA,02,20180108,4
USA,USA,02,20180108,4
USA,USA,02,20180108,1
USA,USA,04,20180108,4
USA,USA,11,20180108,2
USA,USA,12,20180108,3
USA,USA,04,20180108,2
USA,USA,05,20180108,1
USA,USA,05,20180108,1
USA,USA,01,20180108,1
USA,USA,08,20180108,4
USA,RUS,09,20180108,1
USA,USA,04,20180108,6
USA,USA,04,20180108,6
USA,USA,04,20180108,4
USA,PAK,02,20180108,8
USA,PAK,02,20180108,2
USA,PAK,11,20180108,8
USA,PAK,11,20180108,2
USA,RUS,04,20180108,2
USA,USA,01,20180108,1
USA,USA,01,20180108,1
USA,USA,01,20180108,1
USA,USA,02,20180108,2
USA,USA,04,20180108,4
USA,USA,05,20180108,4
USA,USA,11,20180108,4
USA,USA,11,20180108,2
USA,USA,12,20180108,2
USA,USA,12,20180108,1
USA,USA,04,20180108,2
USA,USA,01,20180108,1
USA,USA,11,20180108,2
USA,MEX,04,20180108,5
USA,USA,04,20180108,5
USA,USA,17,20180108,10
USA,USA,11,20180108,4
YEM,SYR,19,20180108,8
YEM,SYR,19,20180108,2
YEM,SAU,04,20180108,1
YEM,SAU,04,20180108,2
GBR,EGY,17,20170108,4
USA,USA,01,20180101,1
CHN,FJI,04,20180107,10
FJI,CHN,04,20180107,10
KHM,VNM,04,20180107,1
KHM,VNM,04,20180107,1
VNM,KHM,04,20180107,1
VNM,KHM,04,20180107,1
AFG,TUR,04,20180108,3
AFG,UZB,04,20180108,1
AFG,UZB,04,20180108,1
AFR,CHN,04,20180108,4
AUS,AUS,12,20180108,4
AUS,AUS,04,20180108,10
AUS,AUS,11,20180108,2
AUS,EST,01,20180108,4
AUS,GBR,11,20180108,6
AUS,USA,04,20180108,6
AUS,USA,04,20180108,10
AUS,AUS,17,20180108,2
AUS,AUS,04,20180108,10
CAN,AUS,17,20180108,2
CHN,AFR,04,20180108,4
CHN,CHN,01,20180108,6
CHN,CHN,04,20180108,6
CHN,FRA,01,20180108,7
CHN,FRA,03,20180108,1
CHN,FRA,03,20180108,1
CHN,FRA,04,20180108,10
CHN,FRA,05,20180108,2
CHN,FRA,05,20180108,8
CHN,FRA,01,20180108,6
CHN,EUR,02,20180108,5
CHN,EUR,03,20180108,10
CHN,EUR,05,20180108,10
CHN,JPN,19,20180108,2
CHN,JPN,19,20180108,2
CHN,MYS,03,20180108,2
CHN,PAK,01,20180108,8
CHN,PAK,01,20180108,2
CHN,PRK,02,20180108,8
CHN,PRK,02,20180108,2
CHN,PRK,06,20180108,6
CHN,USA,04,20180108,10
CHN,USA,05,20180108,10
CHN,CHN,04,20180108,6
CHN,CHN,05,20180108,2
CHN,CHN,04,20180108,20
CHN,DEU,04,20180108,5
DEU,CHN,04,20180108,5
DEU,IND,04,20180108,4
DEU,IND,04,20180108,1
DEU,IND,04,20180108,1
DEU,IND,15,20180108,2
DEU,IND,15,20180108,2
DEU,ITA,02,20180108,6
DEU,ITA,02,20180108,2
DEU,ITA,02,20180108,2
DEU,JPN,02,20180108,2
DEU,JPN,02,20180108,2
DEU,JPN,02,20180108,6
DEU,USA,12,20180108,1
DEU,USA,12,20180108,6
DEU,USA,12,20180108,1
DNK,GBR,09,20180108,2
DNK,GBR,09,20180108,6
DNK,GBR,09,20180108,2
DNK,ISL,09,20180108,8
DNK,ISL,09,20180108,2
DZA,EUR,06,20180108,1
DZA,EUR,06,20180108,4
DZA,EUR,06,20180108,5
DZA,IRQ,04,20180108,1
DZA,IRQ,04,20180108,3
DZA,IRQ,04,20180108,1
EGY,ISR,19,20180108,2
EGY,ISR,19,20180108,8
ESP,ESP,01,20180108,2
FRA,CHN,03,20180108,2
FRA,CHN,04,20180108,10
FRA,CHN,05,20180108,2
FRA,CHN,05,20180108,8
FRA,CHN,05,20180108,4
FRA,CHN,05,20180108,6
FRA,EUR,03,20180108,10
FRA,RUS,17,20180108,1
FRA,USA,01,20180108,6
FRA,USA,01,20180108,1
FRA,USA,01,20180108,1
FRA,USA,01,20180108,4
FRA,USA,04,20180108,7
FRA,USA,04,20180108,1
FRA,USA,04,20180108,1
FRA,USA,04,20180108,1
FRA,USA,01,20180108,1
FRA,CHN,03,20180108,6
GBR,GBR,02,20180108,2
GBR,GBR,11,20180108,4
GBR,ISR,11,20180108,3
GBR,ISR,11,20180108,1
GBR,ISR,11,20180108,1
GBR,RUS,01,20180108,1
GBR,RUS,01,20180108,2
GBR,USA,11,20180108,5
GBR,GBR,11,20180108,2
GBR,GBR,11,20180108,2
IDN,MYS,09,20180108,1
IDN,MYS,09,20180108,1
IDN,SAU,03,20180108,8
IDN,SAU,03,20180108,2
EUR,CHN,03,20180108,10
EUR,CHN,05,20180108,10
EUR,UKR,02,20180108,2
EUR,UKR,02,20180108,1
EUR,UKR,02,20180108,2
IND,DEU,04,20180108,1
IND,DEU,04,20180108,1
IND,DEU,04,20180108,4
IND,IND,01,20180108,2
IRN,IRN,17,20180108,3
IRQ,DZA,04,20180108,4
IRQ,DZA,04,20180108,1
IRQ,IDN,01,20180108,2
IRQ,IDN,01,20180108,2
ISR,CHN,01,20180108,2
ISR,EGY,19,20180108,2
ISR,EGY,19,20180108,8
ISR,ISR,01,20180108,2
ISR,RUS,04,20180108,1
ISR,RUS,04,20180108,8
ISR,RUS,04,20180108,1
ISR,ISR,01,20180108,6
ISR,ISR,01,20180108,2
ISR,NOR,04,20180108,1
ISR,NOR,04,20180108,4
ISR,NOR,04,20180108,2
ISR,ISR,01,20180108,6
ITA,DEU,02,20180108,6
ITA,DEU,02,20180108,2
ITA,DEU,02,20180108,2
ITA,JPN,02,20180108,6
ITA,JPN,02,20180108,2
ITA,JPN,02,20180108,2
ITA,RUS,02,20180108,10
ITA,USA,11,20180108,2
JOR,ISR,17,20180108,5
JPN,CHN,07,20180108,10
JPN,DEU,02,20180108,2
JPN,DEU,02,20180108,2
JPN,DEU,02,20180108,6
JPN,GBR,07,20180108,4
JPN,ITA,02,20180108,2
JPN,ITA,02,20180108,2
JPN,ITA,02,20180108,6
JPN,KOR,04,20180108,2
JPN,KOR,04,20180108,8
JPN,GBR,07,20180108,5
KHM,KHM,10,20180108,2
KOR,JPN,04,20180108,7
KOR,JPN,04,20180108,1
KOR,JPN,04,20180108,1
KOR,JPN,04,20180108,1
KOR,PRK,06,20180108,1
KOR,PRK,06,20180108,1
KOR,TWN,04,20180108,8
KOR,TWN,04,20180108,2
LBN,USA,19,20180108,2
MAC,CHN,01,20180108,4
MAC,CHN,01,20180108,5
MAC,CHN,06,20180108,4
MDV,SWE,04,20180108,4
MDV,SWE,04,20180108,4
MMR,MYS,19,20180108,5
FIN,FRA,03,20180108,3
USA,USA,07,20180108,2
USA,USA,19,20180108,10
USA,USA,07,20180108,2
MYS,CHN,03,20180108,2
MYS,USA,04,20180108,6
NGA,NGA,04,20180108,2
NGA,NGA,18,20180108,2
NGA,NGA,04,20180108,6
NGA,NGA,11,20180108,2
NGA,NGA,09,20180108,4
NGA,NGA,04,20180108,2
NGA,NGA,04,20180108,6
NMR,USA,01,20180108,2
NMR,USA,01,20180108,2
NOR,ISR,04,20180108,1
NOR,ISR,04,20180108,4
NOR,ISR,04,20180108,2
NOR,NOR,03,20180108,1
NOR,NOR,10,20180108,1
PAK,PAK,03,20180108,2
PAK,USA,01,20180108,1
PAK,USA,01,20180108,1
PAK,USA,02,20180108,10
PAK,PAK,01,20180108,2
PAK,PAK,11,20180108,10
PAK,PAK,16,20180108,2
PRK,CHN,06,20180108,6
PRK,CHN,08,20180108,8
PRK,CHN,08,20180108,2
PRK,CHN,11,20180108,4
PRK,CHN,11,20180108,1
PRK,KOR,06,20180108,1
PRK,KOR,06,20180108,1
PSE,ISR,02,20180108,5
PSE,ISR,16,20180108,5
RUS,EUR,11,20180108,4
RUS,EUR,11,20180108,1
RUS,WST,11,20180108,4
RUS,WST,11,20180108,1
RUS,ISR,04,20180108,1
RUS,ISR,04,20180108,4
RUS,ISR,04,20180108,5
RUS,SDN,04,20180108,8
RUS,SDN,04,20180108,2
RUS,UKR,11,20180108,2
RUS,USA,02,20180108,2
RUS,USA,02,20180108,2
RUS,USA,03,20180108,4
RUS,USA,04,20180108,1
RUS,USA,04,20180108,7
RUS,USA,04,20180108,1
RUS,USA,09,20180108,2
RUS,USA,09,20180108,2
RUS,SDN,04,20180108,8
RUS,SDN,04,20180108,2
SAU,IDN,17,20180108,2
SAU,IDN,17,20180108,8
SAU,IDN,19,20180108,2
SAU,IDN,19,20180108,8
SAU,YEM,07,20180108,10
SDN,RUS,04,20180108,2
SDN,RUS,04,20180108,8
SDN,RUS,04,20180108,2
SDN,RUS,04,20180108,8
SWE,MDV,04,20180108,8
SWE,USA,04,20180108,8
SYR,SYR,04,20180108,4
SYR,SYR,04,20180108,4
TCD,USA,17,20180108,1
THA,USA,02,20180108,10
TUR,AFG,04,20180108,3
TWN,KOR,04,20180108,2
TWN,KOR,04,20180108,8
USA,AUS,04,20180108,2
USA,AUS,04,20180108,2
USA,AUS,04,20180108,8
USA,AUS,04,20180108,2
USA,AUS,04,20180108,2
